index,pred_class,true_bbox,cam_bboxes,densenet_adv_iou
wheaten_terrier_73,35,"[27.328, 37.0, 134.4, 95.424]","[98, 43, 68, 71]",0.34465154111070745
havanese_90,17,"[40.768, 57.608000000000004, 140.224, 113.792]","[69, 61, 84, 75]",0.3948266575503941
Persian_65,23,"[0.0, 29.344, 224.0, 165.76]","[83, 76, 68, 67]",0.12270321980143409
shiba_inu_82,31,"[62.496, 0.0, 123.648, 220.416]","[69, 0, 68, 82]",0.20459383934733313
havanese_62,16,"[11.648, 81.312, 206.976, 99.008]","[45, 98, 84, 85]",0.33377161536120115
yorkshire_terrier_55,36,"[46.144, 38.0, 177.856, 148.288]","[68, 70, 79, 76]",0.22764921393154125
British_Shorthair_275,9,"[24.26666666666667, 39.16, 174.16, 151.01333333333335]","[31, 60, 67, 64]",0.1630388362563655
leonberger_82,19,"[0.0, 38.0, 189.504, 148.736]","[79, 57, 86, 71]",0.21663185616252825
newfoundland_55,22,"[70.784, 69.256, 74.816, 107.072]","[72, 72, 73, 77]",0.701686603630754
Siamese_42,32,"[0.0, 28.0, 157.696, 167.552]","[66, 48, 70, 76]",0.20134522688207515
american_bulldog_224,1,"[0.0, 42.824, 224.0, 142.464]","[80, 62, 121, 85]",0.3222932008888461
english_cocker_spaniel_47,12,"[63.879999999999995, 16.128, 109.312, 123.648]","[89, 0, 70, 91]",0.3578681529142513
Ragdoll_258,26,"[0.56, 38.04, 219.52, 147.84]","[101, 70, 74, 72]",0.16417165196319713
german_shorthaired_71,14,"[5.824, 47.992000000000004, 180.992, 139.776]","[72, 67, 82, 79]",0.25606425423130025
Maine_Coon_44,18,"[77.952, 52.68, 70.784, 107.968]","[91, 74, 72, 77]",0.5086153561180095
pomeranian_5,24,"[48.384, 46.856, 175.616, 139.328]","[64, 63, 73, 69]",0.20585881420740418
leonberger_93,19,"[87.808, 48.16, 89.60000000000001, 120.06400000000001]","[90, 45, 61, 62]",0.32776967586047984
saint_bernard_44,28,"[50.400000000000006, 22.400000000000002, 104.384, 195.328]","[76, 26, 78, 71]",0.27161547709113965
keeshond_54,18,"[54.6, 43.06666666666666, 91.0, 97.53333333333333]","[68, 42, 78, 76]",0.646903596067955
shiba_inu_85,31,"[13.44, 55.056, 118.72, 108.864]","[83, 50, 57, 57]",0.1874897736870542
Abyssinian_67,0,"[14.688524590163935, 30.896174863387976, 197.6830601092896, 156.6775956284153]","[0, 34, 91, 80]",0.1899028298400735
staffordshire_bull_terrier_99,4,"[97.03200000000001, 108.864, 55.104, 113.792]","[86, 103, 71, 68]",0.4461480825031976
British_Shorthair_92,27,"[0.448, 37.0, 223.104, 148.736]","[84, 60, 83, 72]",0.18008897836242932
yorkshire_terrier_36,36,"[21.504, 28.0, 168.89600000000002, 168.0]","[73, 66, 72, 80]",0.20299897147187784
Bombay_57,7,"[43.46268656716418, 49.97014925373134, 138.7462686567164, 126.62686567164178]","[111, 57, 64, 60]",0.21856673004403962
Birman_60,6,"[42.56, 65.224, 162.624, 120.512]","[68, 71, 71, 67]",0.24272707274098312
havanese_92,16,"[23.296, 23.744, 177.856, 191.296]","[57, 46, 75, 79]",0.1741461769952703
american_bulldog_72,1,"[78.664, 39.424, 67.648, 155.904]","[75, 39, 78, 76]",0.4499694071530753
Persian_8,23,"[0.0, 38.0, 224.0, 138.43200000000002]","[53, 87, 69, 66]",0.1468616876362195
yorkshire_terrier_1,36,"[0.0, 40.584, 132.16, 145.6]","[40, 79, 70, 72]",0.2619202831067238
Russian_Blue_239,7,"[66.86666666666667, 48.53333333333334, 105.28, 153.81333333333333]","[65, 48, 66, 70]",0.27234604511214916
samoyed_4,29,"[54.616, 7.6160000000000005, 116.928, 209.66400000000002]","[72, 27, 76, 69]",0.2139046839631815
samoyed_23,29,"[43.904, 55.775999999999996, 126.784, 139.776]","[59, 81, 71, 70]",0.2804525099826557
Russian_Blue_220,27,"[54.50666666666667, 37.0, 136.64000000000001, 127.68]","[100, 56, 69, 64]",0.2531210931309538
British_Shorthair_27,9,"[50.848, 53.76, 90.048, 143.36]","[75, 54, 75, 83]",0.4002490091177513
great_pyrenees_97,15,"[0.0, 39.688, 223.104, 146.94400000000002]","[74, 59, 77, 74]",0.17380538596021716
chihuahua_96,10,"[30.688, 0.0, 161.728, 224.0]","[64, 68, 84, 88]",0.2040462999604274
beagle_203,4,"[6.72, 71.944, 195.328, 93.632]","[101, 85, 75, 69]",0.2829577221921866
havanese_31,16,"[19.712, 38.344, 203.84, 146.94400000000002]","[64, 80, 85, 75]",0.2128329774770401
keeshond_68,18,"[8.512, 31.584, 167.552, 163.52]","[66, 70, 82, 73]",0.2184822792753465
British_Shorthair_71,9,"[40.768, 42.824, 161.28, 142.464]","[106, 62, 78, 68]",0.23084361496170797
havanese_68,16,"[44.800000000000004, 31.584, 176.064, 163.52]","[92, 66, 84, 81]",0.23633218057692595
Birman_2,6,"[1.344, 56.263999999999996, 209.216, 129.024]","[37, 60, 70, 67]",0.17374305210351448
Abyssinian_202,0,"[80.64, 38.45333333333333, 96.32000000000001, 144.85333333333335]","[71, 45, 82, 87]",0.42561963192130736
Birman_25,6,"[30.016000000000002, 37.448, 193.536, 148.736]","[80, 57, 80, 69]",0.19176141214517936
Bengal_71,5,"[39.872, 32.480000000000004, 184.12800000000001, 150.08]","[49, 57, 86, 96]",0.2987631483577198
american_pit_bull_terrier_193,2,"[36.21333333333333, 6.720000000000001, 158.29333333333335, 217.28]","[83, 37, 75, 77]",0.16790731288381913
Abyssinian_206,32,"[2.986666666666667, 13.973333333333333, 218.02666666666667, 200.10666666666668]","[65, 86, 73, 72]",0.12047146283886688
scottish_terrier_22,30,"[56.088, 39.424, 117.376, 158.144]","[93, 57, 68, 76]",0.27841362200655184
Abyssinian_69,0,"[62.536, 25.984, 93.184, 169.792]","[91, 34, 68, 80]",0.32190401393693974
newfoundland_68,12,"[45.168, 44.800000000000004, 99.456, 121.408]","[55, 71, 72, 77]",0.459139786861189
saint_bernard_34,28,"[43.272, 50.624, 133.504, 137.088]","[75, 50, 80, 77]",0.33294324535122377
shiba_inu_98,31,"[104.384, 57.120000000000005, 86.464, 137.984]","[116, 67, 75, 80]",0.5013762015773267
Russian_Blue_75,27,"[6.272, 61.848, 125.44, 120.96000000000001]","[60, 72, 67, 69]",0.30468148941124074
beagle_29,4,"[65.408, 38.448, 130.816, 146.496]","[84, 74, 73, 71]",0.27045472718904073
samoyed_19,29,"[48.832, 62.944, 112.0, 133.056]","[76, 59, 77, 69]",0.32943082843832283
german_shorthaired_93,14,"[86.464, 53.128, 48.832, 128.12800000000001]","[79, 53, 77, 73]",0.42774057784963404
keeshond_4,18,"[22.400000000000002, 36.448, 201.6, 149.632]","[45, 74, 86, 78]",0.22237094688174674
pug_81,25,"[70.784, 49.472, 64.96000000000001, 112.0]","[70, 59, 73, 66]",0.5492277893356019
american_pit_bull_terrier_41,33,"[26.88, 13.032, 131.712, 199.36]","[64, 26, 91, 49]",0.16981423889780634
Ragdoll_5,26,"[61.64, 34.09777777777778, 123.69777777777777, 189.9022222222222]","[74, 56, 78, 72]",0.23907554509392462
scottish_terrier_80,30,"[0.0, 44.128, 175.168, 147.84]","[96, 61, 67, 65]",0.16816725455004136
Persian_62,23,"[30.464000000000002, 41.512, 178.752, 148.736]","[121, 61, 69, 66]",0.17128763731464142
havanese_9,16,"[38.344, 21.504, 145.6, 189.504]","[83, 46, 70, 72]",0.18266308159925185
beagle_38,4,"[30.912, 35.064, 192.192, 161.28]","[57, 38, 67, 71]",0.15346782227362585
keeshond_34,18,"[30.688, 0.0, 165.312, 223.104]","[69, 39, 101, 105]",0.28754044196530604
english_cocker_spaniel_74,12,"[45.696, 89.376, 86.912, 93.632]","[73, 75, 74, 72]",0.3424272788812938
wheaten_terrier_7,35,"[55.984, 21.504, 120.96000000000001, 165.76]","[45, 33, 81, 71]",0.2386504943477817
german_shorthaired_75,14,"[40.32, 60.744, 125.888, 125.888]","[64, 82, 83, 77]",0.4032739320224993
havanese_89,16,"[37.0, 25.984, 144.704, 165.76]","[75, 58, 80, 72]",0.2401387297450986
miniature_pinscher_50,21,"[0.448, 43.256, 179.648, 169.792]","[59, 98, 70, 74]",0.16982051326640055
basset_hound_62,3,"[86.912, 47.856, 86.912, 138.88]","[102, 89, 62, 69]",0.3544225357668841
japanese_chin_7,17,"[16.79559118236473, 10.773547094188377, 191.2304609218437, 213.2264529058116]","[77, 40, 75, 72]",0.13243281351643696
samoyed_42,29,"[64.512, 57.608000000000004, 94.976, 126.336]","[71, 60, 75, 70]",0.43754054775764184
Persian_77,23,"[4.48, 28.0, 155.904, 167.104]","[84, 46, 75, 82]",0.23606467958127134
basset_hound_78,3,"[32.888, 8.064, 168.448, 204.288]","[68, 28, 63, 64]",0.11716875299952005
basset_hound_79,3,"[23.744, 71.456, 182.336, 94.08]","[136, 75, 65, 60]",0.22734995630403793
samoyed_57,29,"[74.632, 47.04, 99.456, 163.968]","[87, 53, 70, 66]",0.28330346593666267
Egyptian_Mau_47,5,"[37.896, 0.0, 136.64000000000001, 161.728]","[72, 30, 75, 74]",0.25114810978203544
British_Shorthair_62,9,"[5.824, 45.96, 169.344, 139.776]","[61, 76, 84, 72]",0.2555108581894296
american_pit_bull_terrier_93,14,"[50.888, 60.480000000000004, 109.76, 111.552]","[59, 70, 73, 77]",0.45908396706358956
Maine_Coon_83,20,"[37.0, 9.856, 144.256, 213.696]","[68, 38, 70, 81]",0.18393008864743604
english_setter_68,13,"[60.032000000000004, 76.872, 160.832, 60.928000000000004]","[57, 60, 79, 68]",0.34411839359066004
american_pit_bull_terrier_56,14,"[57.344, 85.384, 57.792, 97.21600000000001]","[62, 72, 72, 82]",0.4629035385377667
Bengal_75,5,"[81.72800000000001, 43.456, 106.176, 175.168]","[91, 71, 75, 105]",0.4234181117411191
newfoundland_41,22,"[25.536, 64.776, 128.576, 120.96000000000001]","[72, 74, 71, 73]",0.3332571837774986
pug_35,25,"[79.296, 44.856, 84.672, 139.776]","[73, 38, 73, 65]",0.30534847107472635
Bengal_93,5,"[3.136, 61.152, 180.992, 133.952]","[33, 98, 104, 87]",0.37320204125558964
yorkshire_terrier_72,36,"[8.96, 34.24, 176.96, 157.248]","[105, 61, 70, 68]",0.17105930871753658
pomeranian_43,24,"[41.44, 24.192, 142.016, 189.056]","[60, 67, 72, 77]",0.20648831504733997
english_setter_97,13,"[61.296, 117.824, 79.744, 64.512]","[67, 103, 78, 77]",0.7031552660762104
yorkshire_terrier_84,36,"[103.488, 28.448, 77.504, 150.528]","[106, 45, 66, 74]",0.41863375846829237
Bengal_63,5,"[0.448, 35.616, 223.552, 160.38400000000001]","[34, 70, 104, 93]",0.2697594624889958
english_setter_91,13,"[62.72, 32.480000000000004, 65.408, 159.936]","[86, 43, 92, 85]",0.24359373457301342
newfoundland_92,22,"[78.4, 35.616, 59.584, 126.784]","[66, 57, 78, 83]",0.5444860529537825
beagle_65,4,"[35.392, 76.424, 124.096, 109.76]","[84, 86, 69, 71]",0.35967111232985044
Maine_Coon_98,29,"[28.896, 2.24, 163.52, 207.872]","[80, 35, 75, 85]",0.1875483795386955
english_cocker_spaniel_36,12,"[43.456, 62.088, 107.52, 105.72800000000001]","[74, 63, 81, 73]",0.4818579956311
Siamese_57,6,"[66.752, 64.68, 66.752, 109.76]","[71, 63, 69, 67]",0.5189771618189287
Bombay_59,7,"[0.0, 28.0, 224.0, 167.552]","[61, 61, 106, 78]",0.2202940835425079
Birman_50,6,"[49.728, 30.240000000000002, 144.256, 162.17600000000002]","[62, 54, 69, 68]",0.20055686540598874
english_cocker_spaniel_95,12,"[17.272, 0.0, 190.848, 222.656]","[53, 63, 112, 83]",0.21876311524411388
leonberger_90,19,"[39.896, 75.264, 140.224, 148.736]","[84, 88, 69, 69]",0.22827572576771193
english_cocker_spaniel_192,12,"[32.480000000000004, 33.6, 153.216, 183.68]","[55, 47, 69, 82]",0.201046701575367
Abyssinian_68,0,"[37.896, 11.648, 137.088, 211.904]","[81, 51, 71, 80]",0.19552835228524112
german_shorthaired_197,14,"[41.928, 70.336, 103.04, 124.096]","[56, 74, 78, 80]",0.488001274909587
Ragdoll_24,6,"[42.112, 37.0, 181.888, 147.84]","[84, 60, 84, 74]",0.23116123408611092
British_Shorthair_276,9,"[40.04526748971193, 11.061728395061728, 151.1769547325103, 207.40740740740742]","[52, 42, 71, 71]",0.16077067745924586
Egyptian_Mau_5,11,"[10.95111111111111, 30.95111111111111, 163.2711111111111, 158.29333333333332]","[45, 60, 116, 72]",0.32316067965382195
american_bulldog_59,1,"[21.952, 29.344, 140.672, 133.504]","[57, 76, 77, 74]",0.3034034429560736
american_pit_bull_terrier_62,1,"[75.264, 75.52799999999999, 148.288, 110.208]","[85, 80, 74, 67]",0.3033803119471943
american_bulldog_207,1,"[43.904, 64.328, 104.83200000000001, 103.04]","[71, 74, 78, 74]",0.5315809933680012
Ragdoll_64,26,"[1.344, 66.12, 220.416, 94.976]","[101, 71, 76, 73]",0.2650204949386566
Ragdoll_58,26,"[0.0, 56.712, 221.312, 119.168]","[121, 64, 77, 81]",0.23648910108737717
newfoundland_1,22,"[37.896, 1.344, 147.392, 222.656]","[73, 62, 76, 84]",0.19452909379857086
Maine_Coon_272,20,"[32.85333333333333, 23.893333333333334, 155.68, 200.10666666666668]","[44, 44, 71, 73]",0.16637452488511778
Bengal_35,5,"[69.44, 49.504000000000005, 129.472, 124.096]","[65, 54, 65, 63]",0.23339789042016662
german_shorthaired_43,14,"[56.0, 60.456, 100.352, 146.496]","[79, 73, 74, 78]",0.3926219027502875
english_cocker_spaniel_63,12,"[31.808, 49.448, 188.608, 115.136]","[104, 91, 78, 69]",0.2478405968383823
pug_198,25,"[37.333333333333336, 32.480000000000004, 126.18666666666667, 163.52]","[82, 71, 68, 63]",0.20761805370604103
yorkshire_terrier_83,36,"[41.928, 172.928, 144.256, 51.072]","[62, 54, 71, 76]",0.0
american_bulldog_32,8,"[44.576, 0.0, 123.2, 198.912]","[74, 33, 76, 82]",0.25430549984121414
english_cocker_spaniel_92,12,"[76.832, 57.344, 90.496, 138.43200000000002]","[88, 74, 71, 74]",0.41939591070014476
american_bulldog_63,14,"[68.096, 63.84, 92.288, 67.648]","[71, 66, 81, 68]",0.8228449371595687
great_pyrenees_48,15,"[45.744, 28.672, 119.616, 191.296]","[80, 28, 78, 74]",0.24938801381071882
Ragdoll_59,26,"[0.448, 37.0, 180.992, 148.736]","[88, 68, 71, 78]",0.20572045424322064
english_cocker_spaniel_82,12,"[23.448, 0.0, 173.376, 207.872]","[77, 48, 90, 74]",0.1847945912025596
chihuahua_56,10,"[46.856, 34.944, 86.912, 169.792]","[60, 35, 71, 84]",0.4041482167629721
leonberger_89,19,"[40.344, 67.648, 125.888, 156.352]","[71, 89, 73, 60]",0.22252885619267232
shiba_inu_24,31,"[36.336, 25.536, 161.728, 168.448]","[31, 30, 61, 60]",0.12117149506998151
Persian_43,23,"[0.0, 49.448, 222.656, 125.44]","[110, 62, 63, 63]",0.1421054227148606
chihuahua_198,10,"[2.986666666666667, 39.946666666666665, 161.28, 156.8]","[60, 53, 78, 77]",0.23749734268707481
Bengal_90,5,"[0.0, 44.168, 203.84, 139.776]","[42, 48, 95, 77]",0.2567392757768787
newfoundland_70,22,"[32.704, 28.0, 191.296, 168.0]","[77, 63, 112, 84]",0.2927400468384075
Russian_Blue_43,7,"[30.912, 53.088, 160.38400000000001, 116.928]","[30, 72, 68, 73]",0.26022504560588683
miniature_pinscher_3,21,"[35.84, 28.0, 188.16, 167.552]","[54, 65, 72, 75]",0.17128401685349467
scottish_terrier_53,30,"[86.464, 57.120000000000005, 97.21600000000001, 138.43200000000002]","[98, 79, 68, 70]",0.35369808744042547
great_pyrenees_35,15,"[7.168, 24.688, 216.832, 172.48]","[85, 25, 73, 72]",0.14053782804309875
english_setter_84,13,"[73.736, 51.072, 86.016, 164.416]","[86, 54, 69, 74]",0.3610418031526303
Abyssinian_219,0,"[48.44, 4.48, 128.42666666666668, 209.81333333333333]","[88, 27, 77, 102]",0.29147586706825407
great_pyrenees_59,15,"[39.872, 48.647999999999996, 161.728, 137.088]","[66, 48, 82, 77]",0.2817150235604657
american_pit_bull_terrier_68,21,"[55.552, 38.792, 132.16, 145.6]","[75, 67, 98, 82]",0.41761734028683184
Siamese_95,32,"[84.224, 87.136, 130.368, 94.08]","[67, 69, 80, 78]",0.25483303213867403
samoyed_79,29,"[18.816, 56.64, 181.888, 102.592]","[106, 56, 66, 64]",0.22359371258039112
german_shorthaired_196,14,"[60.928000000000004, 63.432, 135.296, 122.304]","[83, 78, 80, 83]",0.4012753307421506
staffordshire_bull_terrier_68,34,"[0.0, 47.304, 166.656, 134.848]","[51, 46, 74, 74]",0.23835045263978724
miniature_pinscher_43,31,"[79.744, 74.592, 53.312, 92.288]","[77, 82, 72, 68]",0.585577225896432
shiba_inu_87,31,"[70.56, 24.64, 97.664, 183.232]","[64, 33, 68, 71]",0.23758273620105452
chihuahua_36,10,"[0.0, 38.0, 212.8, 148.288]","[92, 61, 84, 75]",0.19964705949162934
shiba_inu_209,4,"[0.448, 28.896, 221.76, 166.208]","[106, 62, 73, 69]",0.1366585518672061
newfoundland_73,22,"[54.656, 51.744, 168.448, 143.808]","[74, 70, 83, 78]",0.26725373890110826
staffordshire_bull_terrier_52,8,"[0.0, 37.0, 108.416, 149.184]","[0, 50, 87, 71]",0.3819108298613169
american_pit_bull_terrier_98,34,"[79.112, 30.016000000000002, 74.816, 168.448]","[79, 31, 73, 68]",0.39304495747937046
British_Shorthair_39,9,"[0.0, 15.824, 178.752, 198.016]","[45, 44, 81, 82]",0.18764961522492168
american_bulldog_2,17,"[64.96000000000001, 41.928, 104.83200000000001, 143.808]","[74, 45, 77, 76]",0.3881748551725187
Persian_52,6,"[6.272, 28.0, 217.728, 165.312]","[37, 47, 118, 55]",0.18031258243368944
Siamese_98,6,"[6.0, 0.0, 211.008, 224.0]","[71, 55, 77, 79]",0.1286977271003943
Bombay_213,7,"[17.946666666666665, 0.7466666666666667, 195.62666666666667, 223.25333333333333]","[36, 88, 86, 76]",0.1496532099781116
Bombay_75,7,"[15.318518518518518, 1.6592592592592592, 189.98518518518517, 222.34074074074073]","[133, 22, 62, 63]",0.09246842368204207
saint_bernard_85,28,"[37.0, 75.264, 30.464000000000002, 76.608]","[79, 59, 76, 72]",0.0
Sphynx_8,33,"[10.752, 45.088, 204.73600000000002, 135.296]","[35, 47, 79, 81]",0.23101114843643486
Russian_Blue_54,27,"[6.72, 38.792, 188.608, 132.16]","[113, 61, 73, 72]",0.21086049259270517
pomeranian_81,24,"[7.6160000000000005, 5.376, 213.696, 215.488]","[75, 61, 93, 80]",0.16156729431662048
Bengal_91,5,"[0.0, 55.368, 186.816, 129.92000000000002]","[88, 84, 81, 75]",0.2502973210805036
english_cocker_spaniel_21,12,"[4.032, 45.92, 170.68800000000002, 127.232]","[79, 60, 71, 65]",0.21250657004927953
keeshond_50,18,"[35.336, 19.712, 146.94400000000002, 192.64000000000001]","[101, 30, 76, 71]",0.19062225978735223
Ragdoll_63,26,"[0.0, 37.0, 224.0, 134.4]","[52, 71, 72, 73]",0.17458545918367344
havanese_194,16,"[0.896, 10.304, 220.416, 213.696]","[75, 59, 81, 73]",0.125536023918311
newfoundland_25,22,"[37.0, 45.696, 139.776, 178.304]","[83, 78, 73, 84]",0.24604154874647963
Bengal_8,5,"[112.44800000000001, 37.0, 97.21600000000001, 147.84]","[101, 48, 67, 71]",0.25973885304105243
english_setter_64,15,"[73.92, 60.744, 103.488, 76.16]","[55, 42, 77, 79]",0.33441719741473697
scottish_terrier_84,30,"[32.120000000000005, 0.0, 186.816, 224.0]","[121, 39, 73, 93]",0.1622346892893848
British_Shorthair_258,7,"[55.25333333333334, 36.96, 120.96000000000001, 115.73333333333333]","[91, 55, 72, 69]",0.3548798551678736
Persian_78,23,"[4.48, 31.48, 212.352, 163.52]","[99, 72, 63, 67]",0.12155927970720105
american_bulldog_33,1,"[78.21600000000001, 18.368000000000002, 94.08, 159.936]","[75, 18, 79, 75]",0.36928443836973124
saint_bernard_80,28,"[116.032, 76.872, 99.904, 104.384]","[104, 66, 77, 66]",0.30024385761641575
newfoundland_3,19,"[37.448, 41.216, 148.288, 182.784]","[86, 70, 82, 77]",0.23294875446402125
Russian_Blue_95,27,"[35.44, 29.568, 164.416, 194.43200000000002]","[69, 49, 72, 62]",0.13964081156012423
wheaten_terrier_38,35,"[112.88, 81.536, 36.736000000000004, 71.232]","[102, 63, 82, 81]",0.329500882064143
leonberger_67,19,"[77.27199999999999, 72.128, 63.168, 107.968]","[79, 78, 68, 71]",0.5987249898359054
Birman_30,6,"[22.0, 40.32, 154.56, 183.68]","[89, 49, 69, 71]",0.17256330886012944
Siamese_40,32,"[40.136, 16.576, 145.15200000000002, 206.976]","[72, 50, 78, 71]",0.18433590592923077
keeshond_65,18,"[69.44, 38.896, 154.56, 147.392]","[99, 74, 79, 72]",0.24968276593047684
boxer_6,8,"[52.864000000000004, 44.616, 92.288, 126.784]","[45, 39, 75, 72]",0.3524831192145126
pomeranian_44,24,"[42.56, 31.584, 181.44, 164.416]","[73, 55, 88, 83]",0.24484072062572132
Maine_Coon_6,20,"[60.621818181818185, 16.290909090909093, 105.07636363636364, 193.8618181818182]","[53, 0, 75, 83]",0.20337664452347903
Siamese_231,26,"[40.32, 33.973333333333336, 180.69333333333333, 160.53333333333333]","[66, 51, 85, 83]",0.24321461298818975
miniature_pinscher_2,21,"[8.96, 39.480000000000004, 194.43200000000002, 146.496]","[136, 45, 64, 75]",0.16851855526804643
yorkshire_terrier_20,36,"[26.432000000000002, 28.896, 197.568, 167.104]","[75, 96, 108, 75]",0.24534746190427797
japanese_chin_45,17,"[62.904, 37.184, 94.528, 169.792]","[70, 61, 80, 75]",0.37382948902903956
shiba_inu_48,31,"[69.664, 29.568, 68.992, 157.696]","[71, 34, 70, 67]",0.41071213716394106
yorkshire_terrier_52,36,"[10.752, 40.096000000000004, 203.392, 128.12800000000001]","[105, 62, 64, 60]",0.14735107560784086
Abyssinian_79,0,"[44.24, 40.88, 179.76000000000002, 155.12]","[56, 60, 73, 75]",0.19634654698614823
boxer_199,8,"[46.592, 28.0, 175.616, 137.088]","[80, 55, 84, 72]",0.25121655805179216
miniature_pinscher_192,10,"[47.04, 29.493333333333332, 176.96, 164.26666666666668]","[93, 61, 77, 77]",0.20396558544303794
yorkshire_terrier_80,36,"[12.992, 42.336, 168.0, 123.648]","[103, 61, 75, 67]",0.24190212769890568
Maine_Coon_60,20,"[0.0, 40.096000000000004, 177.856, 151.424]","[99, 44, 69, 77]",0.19727705719246844
Birman_38,6,"[41.216, 28.896, 182.784, 158.144]","[47, 38, 73, 68]",0.1717279068142838
staffordshire_bull_terrier_33,1,"[38.08, 66.52799999999999, 181.44, 129.472]","[62, 65, 73, 71]",0.21486540275471272
Sphynx_23,33,"[70.93333333333334, 38.266666666666666, 152.13333333333333, 157.73333333333335]","[99, 87, 85, 91]",0.3223387042405447
leonberger_58,19,"[67.464, 35.392, 95.872, 177.856]","[67, 45, 75, 123]",0.5358703225981136
english_setter_73,13,"[39.872, 84.488, 132.16, 99.904]","[80, 90, 71, 64]",0.34415605567301033
newfoundland_38,22,"[59.584, 39.688, 164.416, 146.496]","[75, 56, 81, 78]",0.2623069373113343
