index,pred_class,true_bbox,cam_bboxes,densenet_iou
wheaten_terrier_73,35,"[27.328, 37.0, 134.4, 95.424]","[88, 47, 71, 66]",0.3653805272108844
havanese_90,17,"[40.768, 57.608000000000004, 140.224, 113.792]","[73, 62, 76, 75]",0.35722411873607085
Persian_65,23,"[0.0, 29.344, 224.0, 165.76]","[78, 71, 74, 78]",0.155452806122449
shiba_inu_82,31,"[62.496, 0.0, 123.648, 220.416]","[68, 0, 71, 86]",0.2240405278075352
havanese_62,16,"[11.648, 81.312, 206.976, 99.008]","[49, 96, 80, 72]",0.28108146355445274
yorkshire_terrier_55,36,"[46.144, 38.0, 177.856, 148.288]","[65, 65, 74, 80]",0.22446424824695607
British_Shorthair_275,9,"[24.26666666666667, 39.16, 174.16, 151.01333333333335]","[38, 54, 80, 74]",0.2250909306524449
leonberger_82,19,"[0.0, 38.0, 189.504, 148.736]","[78, 51, 94, 77]",0.2567935432205011
newfoundland_55,22,"[70.784, 69.256, 74.816, 107.072]","[72, 74, 71, 74]",0.6558728723494007
Siamese_42,32,"[0.0, 28.0, 157.696, 167.552]","[61, 49, 80, 76]",0.23010883072237162
american_bulldog_224,1,"[0.0, 42.824, 224.0, 142.464]","[65, 64, 129, 73]",0.29509334689064304
english_cocker_spaniel_47,12,"[63.879999999999995, 16.128, 109.312, 123.648]","[96, 23, 69, 71]",0.3624536712738374
Ragdoll_258,26,"[0.56, 38.04, 219.52, 147.84]","[92, 67, 82, 81]",0.2046599309946613
german_shorthaired_71,14,"[5.824, 47.992000000000004, 180.992, 139.776]","[73, 66, 76, 82]",0.24634029520985848
Maine_Coon_44,18,"[77.952, 52.68, 70.784, 107.968]","[86, 65, 74, 78]",0.5742763319812988
pomeranian_5,24,"[48.384, 46.856, 175.616, 139.328]","[68, 68, 70, 65]",0.18595545059433968
leonberger_93,19,"[87.808, 48.16, 89.60000000000001, 120.06400000000001]","[84, 41, 71, 74]",0.3898325648608778
saint_bernard_44,28,"[50.400000000000006, 22.400000000000002, 104.384, 195.328]","[77, 26, 76, 70]",0.26092349911969354
keeshond_54,18,"[54.6, 43.06666666666666, 91.0, 97.53333333333333]","[68, 45, 74, 74]",0.6169770079544517
shiba_inu_85,31,"[13.44, 55.056, 118.72, 108.864]","[74, 53, 63, 62]",0.26126689005930265
Abyssinian_67,0,"[14.688524590163935, 30.896174863387976, 197.6830601092896, 156.6775956284153]","[0, 35, 78, 76]",0.14994848574687464
staffordshire_bull_terrier_99,8,"[97.03200000000001, 108.864, 55.104, 113.792]","[92, 95, 72, 74]",0.399984314914977
British_Shorthair_92,27,"[0.448, 37.0, 223.104, 148.736]","[81, 62, 80, 75]",0.18081222727151536
yorkshire_terrier_36,36,"[21.504, 28.0, 168.89600000000002, 168.0]","[76, 56, 79, 77]",0.21438242074017932
Bombay_57,7,"[43.46268656716418, 49.97014925373134, 138.7462686567164, 126.62686567164178]","[98, 57, 81, 72]",0.33194822125438517
Birman_60,6,"[42.56, 65.224, 162.624, 120.512]","[67, 78, 74, 68]",0.25675901409136576
havanese_92,16,"[23.296, 23.744, 177.856, 191.296]","[51, 44, 83, 75]",0.1829637049443979
american_bulldog_72,1,"[78.664, 39.424, 67.648, 155.904]","[78, 44, 75, 75]",0.4571637086026585
Persian_8,23,"[0.0, 38.0, 224.0, 138.43200000000002]","[46, 93, 79, 66]",0.16814599019219337
yorkshire_terrier_1,36,"[0.0, 40.584, 132.16, 145.6]","[45, 76, 72, 66]",0.2469534097863396
Russian_Blue_239,27,"[66.86666666666667, 48.53333333333334, 105.28, 153.81333333333333]","[64, 49, 71, 73]",0.3032258653979871
samoyed_4,29,"[54.616, 7.6160000000000005, 116.928, 209.66400000000002]","[80, 30, 69, 71]",0.1998320073866564
samoyed_23,29,"[43.904, 55.775999999999996, 126.784, 139.776]","[61, 74, 71, 73]",0.2924719032676267
Russian_Blue_220,7,"[54.50666666666667, 37.0, 136.64000000000001, 127.68]","[95, 49, 82, 77]",0.3619127223797198
British_Shorthair_27,9,"[50.848, 53.76, 90.048, 143.36]","[73, 52, 81, 80]",0.37736349845918254
great_pyrenees_97,15,"[0.0, 39.688, 223.104, 146.94400000000002]","[77, 64, 75, 71]",0.16242781330960976
chihuahua_96,10,"[30.688, 0.0, 161.728, 224.0]","[59, 57, 86, 82]",0.19466105347956356
beagle_203,4,"[6.72, 71.944, 195.328, 93.632]","[70, 91, 106, 65]",0.3767301847157808
havanese_31,16,"[19.712, 38.344, 203.84, 146.94400000000002]","[60, 70, 102, 69]",0.23496760713465228
keeshond_68,18,"[8.512, 31.584, 167.552, 163.52]","[71, 69, 82, 71]",0.21249646340478906
British_Shorthair_71,9,"[40.768, 42.824, 161.28, 142.464]","[106, 65, 77, 73]",0.2446402638951283
havanese_68,16,"[44.800000000000004, 31.584, 176.064, 163.52]","[82, 60, 85, 76]",0.22438358120619364
Birman_2,6,"[1.344, 56.263999999999996, 209.216, 129.024]","[41, 62, 70, 68]",0.17633623198565648
Abyssinian_202,0,"[80.64, 38.45333333333333, 96.32000000000001, 144.85333333333335]","[76, 47, 73, 84]",0.400378382430727
Birman_25,6,"[30.016000000000002, 37.448, 193.536, 148.736]","[76, 61, 83, 70]",0.20183583416005293
Bengal_71,5,"[39.872, 32.480000000000004, 184.12800000000001, 150.08]","[56, 58, 102, 97]",0.3580381043909011
american_pit_bull_terrier_193,2,"[36.21333333333333, 6.720000000000001, 158.29333333333335, 217.28]","[84, 41, 83, 81]",0.1954702795702019
Abyssinian_206,5,"[2.986666666666667, 13.973333333333333, 218.02666666666667, 200.10666666666668]","[63, 67, 85, 100]",0.194826376356615
scottish_terrier_22,30,"[56.088, 39.424, 117.376, 158.144]","[90, 59, 72, 82]",0.31806385919633945
Abyssinian_69,0,"[62.536, 25.984, 93.184, 169.792]","[89, 42, 67, 84]",0.35369720736970395
newfoundland_68,22,"[45.168, 44.800000000000004, 99.456, 121.408]","[64, 73, 70, 66]",0.3826164890509908
saint_bernard_34,28,"[43.272, 50.624, 133.504, 137.088]","[87, 59, 68, 68]",0.25265279489872017
shiba_inu_98,31,"[104.384, 57.120000000000005, 86.464, 137.984]","[122, 66, 72, 72]",0.4077333541992188
Russian_Blue_75,27,"[6.272, 61.848, 125.44, 120.96000000000001]","[57, 76, 68, 67]",0.3002658156516575
beagle_29,4,"[65.408, 38.448, 130.816, 146.496]","[80, 74, 78, 75]",0.3052595319420969
samoyed_19,29,"[48.832, 62.944, 112.0, 133.056]","[76, 63, 75, 73]",0.3673936430632859
german_shorthaired_93,14,"[86.464, 53.128, 48.832, 128.12800000000001]","[82, 63, 70, 80]",0.4913796678814413
keeshond_4,18,"[22.400000000000002, 36.448, 201.6, 149.632]","[61, 75, 87, 75]",0.21630447650617135
pug_81,25,"[70.784, 49.472, 64.96000000000001, 112.0]","[66, 56, 73, 73]",0.6031308347027134
american_pit_bull_terrier_41,33,"[26.88, 13.032, 131.712, 199.36]","[71, 28, 84, 75]",0.2399259262292397
Ragdoll_5,26,"[61.64, 34.09777777777778, 123.69777777777777, 189.9022222222222]","[81, 57, 77, 70]",0.2294546275028942
scottish_terrier_80,30,"[0.0, 44.128, 175.168, 147.84]","[91, 61, 77, 74]",0.22002686944342956
Persian_62,23,"[30.464000000000002, 41.512, 178.752, 148.736]","[123, 65, 66, 65]",0.1613579192094448
havanese_9,16,"[38.344, 21.504, 145.6, 189.504]","[82, 49, 75, 67]",0.18211944147544454
beagle_38,4,"[30.912, 35.064, 192.192, 161.28]","[53, 45, 69, 71]",0.15804895129671914
keeshond_34,18,"[30.688, 0.0, 165.312, 223.104]","[78, 36, 98, 89]",0.23648540639522858
english_cocker_spaniel_74,12,"[45.696, 89.376, 86.912, 93.632]","[81, 88, 65, 61]",0.3409249103559414
wheaten_terrier_7,35,"[55.984, 21.504, 120.96000000000001, 165.76]","[67, 40, 69, 72]",0.24777647545504689
german_shorthaired_75,14,"[40.32, 60.744, 125.888, 125.888]","[76, 75, 75, 75]",0.35493911244352344
havanese_89,16,"[37.0, 25.984, 144.704, 165.76]","[80, 50, 74, 70]",0.2159580937638213
miniature_pinscher_50,21,"[0.448, 43.256, 179.648, 169.792]","[66, 90, 76, 74]",0.18437655726066343
basset_hound_62,3,"[86.912, 47.856, 86.912, 138.88]","[99, 84, 67, 68]",0.3774542012515016
japanese_chin_7,17,"[16.79559118236473, 10.773547094188377, 191.2304609218437, 213.2264529058116]","[70, 38, 83, 76]",0.15470114586327488
samoyed_42,29,"[64.512, 57.608000000000004, 94.976, 126.336]","[69, 60, 69, 70]",0.40253730393703047
Persian_77,26,"[4.48, 28.0, 155.904, 167.104]","[90, 43, 71, 77]",0.20764935438039847
basset_hound_78,3,"[32.888, 8.064, 168.448, 204.288]","[64, 26, 75, 69]",0.15038400217572329
basset_hound_79,3,"[23.744, 71.456, 182.336, 94.08]","[139, 66, 85, 69]",0.22725454374786253
samoyed_57,29,"[74.632, 47.04, 99.456, 163.968]","[90, 57, 64, 59]",0.2315484604711771
Egyptian_Mau_47,11,"[37.896, 0.0, 136.64000000000001, 161.728]","[48, 32, 84, 79]",0.300291685858304
British_Shorthair_62,9,"[5.824, 45.96, 169.344, 139.776]","[58, 80, 92, 73]",0.28373196488098695
american_pit_bull_terrier_93,14,"[50.888, 60.480000000000004, 109.76, 111.552]","[62, 62, 61, 66]",0.32881552239779605
Maine_Coon_83,20,"[37.0, 9.856, 144.256, 213.696]","[68, 45, 76, 75]",0.1849032637196447
english_setter_68,13,"[60.032000000000004, 76.872, 160.832, 60.928000000000004]","[87, 68, 82, 66]",0.4450118876346968
american_pit_bull_terrier_56,4,"[57.344, 85.384, 57.792, 97.21600000000001]","[58, 81, 71, 71]",0.5553913080078201
Bengal_75,5,"[81.72800000000001, 43.456, 106.176, 175.168]","[95, 72, 76, 102]",0.41680472409106734
newfoundland_41,22,"[25.536, 64.776, 128.576, 120.96000000000001]","[71, 72, 66, 71]",0.3013010154700672
pug_35,25,"[79.296, 44.856, 84.672, 139.776]","[77, 41, 64, 72]",0.3435720731622025
Bengal_93,5,"[3.136, 61.152, 180.992, 133.952]","[34, 78, 115, 103]",0.4885696483943921
yorkshire_terrier_72,36,"[8.96, 34.24, 176.96, 157.248]","[111, 60, 68, 65]",0.15884078666628396
pomeranian_43,24,"[41.44, 24.192, 142.016, 189.056]","[62, 60, 88, 75]",0.24581942267540471
english_setter_97,15,"[61.296, 117.824, 79.744, 64.512]","[67, 102, 68, 60]",0.48291602633848724
yorkshire_terrier_84,36,"[103.488, 28.448, 77.504, 150.528]","[117, 42, 60, 75]",0.3857190649277878
Bengal_63,5,"[0.448, 35.616, 223.552, 160.38400000000001]","[40, 76, 94, 81]",0.21236027164921564
english_setter_91,13,"[62.72, 32.480000000000004, 65.408, 159.936]","[74, 45, 88, 78]",0.3222123630258604
newfoundland_92,22,"[78.4, 35.616, 59.584, 126.784]","[78, 59, 72, 75]",0.5266396946692009
beagle_65,4,"[35.392, 76.424, 124.096, 109.76]","[84, 87, 70, 67]",0.34432690688446593
Maine_Coon_98,26,"[28.896, 2.24, 163.52, 207.872]","[77, 53, 77, 75]",0.16989676734681827
english_cocker_spaniel_36,12,"[43.456, 62.088, 107.52, 105.72800000000001]","[75, 72, 74, 63]",0.41010304744249393
Siamese_57,32,"[66.752, 64.68, 66.752, 109.76]","[67, 63, 78, 75]",0.5874343861554231
Bombay_59,7,"[0.0, 28.0, 224.0, 167.552]","[58, 63, 102, 77]",0.20926339285714285
Birman_50,32,"[49.728, 30.240000000000002, 144.256, 162.17600000000002]","[58, 54, 72, 72]",0.22158712494983923
english_cocker_spaniel_95,12,"[17.272, 0.0, 190.848, 222.656]","[43, 71, 147, 101]",0.349395005596962
leonberger_90,19,"[39.896, 75.264, 140.224, 148.736]","[79, 84, 75, 72]",0.25891386665524985
english_cocker_spaniel_192,12,"[32.480000000000004, 33.6, 153.216, 183.68]","[50, 58, 80, 76]",0.21604170123333888
Abyssinian_68,0,"[37.896, 11.648, 137.088, 211.904]","[80, 48, 71, 75]",0.18330783026741357
german_shorthaired_197,14,"[41.928, 70.336, 103.04, 124.096]","[54, 72, 81, 77]",0.4877666589120343
Ragdoll_24,6,"[42.112, 37.0, 181.888, 147.84]","[84, 52, 93, 79]",0.27322097600235795
British_Shorthair_276,7,"[40.04526748971193, 11.061728395061728, 151.1769547325103, 207.40740740740742]","[51, 38, 77, 83]",0.20382570911367592
Egyptian_Mau_5,11,"[10.95111111111111, 30.95111111111111, 163.2711111111111, 158.29333333333332]","[39, 63, 122, 81]",0.3823603731248884
american_bulldog_59,1,"[21.952, 29.344, 140.672, 133.504]","[59, 66, 81, 76]",0.3277907326847296
american_pit_bull_terrier_62,1,"[75.264, 75.52799999999999, 148.288, 110.208]","[80, 81, 74, 72]",0.32602063373429835
american_bulldog_207,1,"[43.904, 64.328, 104.83200000000001, 103.04]","[64, 79, 70, 70]",0.45362434968413223
Ragdoll_64,26,"[1.344, 66.12, 220.416, 94.976]","[107, 73, 72, 71]",0.2441933615945228
Ragdoll_58,26,"[0.0, 56.712, 221.312, 119.168]","[123, 69, 77, 76]",0.22189100842766254
newfoundland_1,22,"[37.896, 1.344, 147.392, 222.656]","[59, 74, 83, 83]",0.20991712518457936
Maine_Coon_272,20,"[32.85333333333333, 23.893333333333334, 155.68, 200.10666666666668]","[45, 52, 64, 76]",0.15613461104403104
Bengal_35,5,"[69.44, 49.504000000000005, 129.472, 124.096]","[80, 74, 77, 72]",0.3450559986152031
german_shorthaired_43,14,"[56.0, 60.456, 100.352, 146.496]","[83, 67, 71, 77]",0.371875249884931
english_cocker_spaniel_63,12,"[31.808, 49.448, 188.608, 115.136]","[115, 95, 82, 68]",0.2567742787013786
pug_198,25,"[37.333333333333336, 32.480000000000004, 126.18666666666667, 163.52]","[88, 76, 67, 61]",0.19807072490583327
yorkshire_terrier_83,36,"[41.928, 172.928, 144.256, 51.072]","[77, 43, 64, 70]",0.0
american_bulldog_32,1,"[44.576, 0.0, 123.2, 198.912]","[63, 39, 78, 85]",0.27054644800180516
english_cocker_spaniel_92,12,"[76.832, 57.344, 90.496, 138.43200000000002]","[89, 75, 73, 76]",0.44286420109714564
american_bulldog_63,14,"[68.096, 63.84, 92.288, 67.648]","[80, 66, 77, 70]",0.7651253607167651
great_pyrenees_48,15,"[45.744, 28.672, 119.616, 191.296]","[89, 37, 72, 76]",0.23913928384816022
Ragdoll_59,26,"[0.448, 37.0, 180.992, 148.736]","[79, 70, 81, 74]",0.22265951656443927
english_cocker_spaniel_82,12,"[23.448, 0.0, 173.376, 207.872]","[76, 43, 109, 87]",0.2631241904465274
chihuahua_56,10,"[46.856, 34.944, 86.912, 169.792]","[57, 36, 76, 74]",0.3811082446470414
leonberger_89,19,"[40.344, 67.648, 125.888, 156.352]","[72, 81, 79, 73]",0.29299632732035186
shiba_inu_24,31,"[36.336, 25.536, 161.728, 168.448]","[30, 31, 70, 68]",0.156436135481339
Persian_43,23,"[0.0, 49.448, 222.656, 125.44]","[117, 62, 64, 62]",0.14206961887945752
chihuahua_198,10,"[2.986666666666667, 39.946666666666665, 161.28, 156.8]","[57, 56, 79, 75]",0.23429433157191445
Bengal_90,31,"[0.0, 44.168, 203.84, 139.776]","[126, 65, 71, 70]",0.17443529741778363
newfoundland_70,22,"[32.704, 28.0, 191.296, 168.0]","[74, 48, 114, 80]",0.2837786168331501
Russian_Blue_43,27,"[30.912, 53.088, 160.38400000000001, 116.928]","[35, 73, 72, 75]",0.28794808715241055
miniature_pinscher_3,21,"[35.84, 28.0, 188.16, 167.552]","[57, 61, 81, 77]",0.19783303946578634
scottish_terrier_53,30,"[86.464, 57.120000000000005, 97.21600000000001, 138.43200000000002]","[98, 82, 71, 70]",0.3693024148275031
great_pyrenees_35,15,"[7.168, 24.688, 216.832, 172.48]","[86, 29, 76, 75]",0.15240974502390847
english_setter_84,13,"[73.736, 51.072, 86.016, 164.416]","[88, 69, 77, 82]",0.4037444521520823
Abyssinian_219,0,"[48.44, 4.48, 128.42666666666668, 209.81333333333333]","[87, 28, 75, 99]",0.2755549163460385
great_pyrenees_59,15,"[39.872, 48.647999999999996, 161.728, 137.088]","[55, 59, 78, 76]",0.2673766875171121
american_pit_bull_terrier_68,2,"[55.552, 38.792, 132.16, 145.6]","[100, 57, 81, 66]",0.277822586009632
Siamese_95,32,"[84.224, 87.136, 130.368, 94.08]","[68, 65, 81, 81]",0.2539773884738693
samoyed_79,29,"[18.816, 56.64, 181.888, 102.592]","[108, 56, 64, 62]",0.20998851004199554
german_shorthaired_196,14,"[60.928000000000004, 63.432, 135.296, 122.304]","[81, 70, 82, 74]",0.3667076365878569
staffordshire_bull_terrier_68,34,"[0.0, 47.304, 166.656, 134.848]","[58, 53, 76, 73]",0.24687151880900252
miniature_pinscher_43,33,"[79.744, 74.592, 53.312, 92.288]","[79, 68, 57, 63]",0.5463869350026391
shiba_inu_87,31,"[70.56, 24.64, 97.664, 183.232]","[63, 35, 70, 68]",0.23064057410971397
chihuahua_36,10,"[0.0, 38.0, 212.8, 148.288]","[85, 60, 81, 73]",0.18738302583714353
shiba_inu_209,31,"[0.448, 28.896, 221.76, 166.208]","[67, 47, 96, 81]",0.21097020038105907
newfoundland_73,22,"[54.656, 51.744, 168.448, 143.808]","[83, 68, 79, 73]",0.23806801239460787
staffordshire_bull_terrier_52,8,"[0.0, 37.0, 108.416, 149.184]","[16, 52, 73, 68]",0.3069136084558163
american_pit_bull_terrier_98,34,"[79.112, 30.016000000000002, 74.816, 168.448]","[81, 32, 75, 76]",0.4343647576171224
British_Shorthair_39,9,"[0.0, 15.824, 178.752, 198.016]","[43, 54, 86, 88]",0.2138109436950026
american_bulldog_2,1,"[64.96000000000001, 41.928, 104.83200000000001, 143.808]","[72, 61, 74, 73]",0.3583254558513237
Persian_52,26,"[6.272, 28.0, 217.728, 165.312]","[38, 49, 89, 74]",0.18297976393039733
Siamese_98,32,"[6.0, 0.0, 211.008, 224.0]","[75, 59, 78, 76]",0.12541839984401404
Bombay_213,7,"[17.946666666666665, 0.7466666666666667, 195.62666666666667, 223.25333333333333]","[42, 55, 95, 108]",0.23492073659354729
Bombay_75,7,"[15.318518518518518, 1.6592592592592592, 189.98518518518517, 222.34074074074073]","[123, 18, 71, 73]",0.12269939578700054
saint_bernard_85,28,"[37.0, 75.264, 30.464000000000002, 76.608]","[79, 56, 72, 71]",0.0
Sphynx_8,33,"[10.752, 45.088, 204.73600000000002, 135.296]","[44, 58, 86, 71]",0.22043351654209584
Russian_Blue_54,27,"[6.72, 38.792, 188.608, 132.16]","[108, 65, 77, 73]",0.22550358235608747
pomeranian_81,24,"[7.6160000000000005, 5.376, 213.696, 215.488]","[61, 73, 99, 69]",0.1483422294995745
Bengal_91,5,"[0.0, 55.368, 186.816, 129.92000000000002]","[69, 90, 92, 78]",0.29565984791336525
english_cocker_spaniel_21,12,"[4.032, 45.92, 170.68800000000002, 127.232]","[78, 67, 82, 68]",0.2567576673011447
keeshond_50,18,"[35.336, 19.712, 146.94400000000002, 192.64000000000001]","[103, 34, 75, 74]",0.19606255408076442
Ragdoll_63,26,"[0.0, 37.0, 224.0, 134.4]","[49, 70, 74, 74]",0.18189306972789113
havanese_194,16,"[0.896, 10.304, 220.416, 213.696]","[69, 53, 105, 76]",0.16941949448133295
newfoundland_25,22,"[37.0, 45.696, 139.776, 178.304]","[86, 73, 72, 85]",0.24556005843582115
Bengal_8,0,"[112.44800000000001, 37.0, 97.21600000000001, 147.84]","[106, 51, 66, 69]",0.2773164439587283
english_setter_64,15,"[73.92, 60.744, 103.488, 76.16]","[66, 51, 72, 73]",0.4462081158568741
scottish_terrier_84,30,"[32.120000000000005, 0.0, 186.816, 224.0]","[119, 32, 73, 80]",0.13955672196936328
British_Shorthair_258,7,"[55.25333333333334, 36.96, 120.96000000000001, 115.73333333333333]","[86, 56, 75, 69]",0.36966651579986837
Persian_78,23,"[4.48, 31.48, 212.352, 163.52]","[100, 88, 65, 60]",0.1123148995162483
american_bulldog_33,1,"[78.21600000000001, 18.368000000000002, 94.08, 159.936]","[79, 25, 73, 78]",0.3784198628430965
saint_bernard_80,28,"[116.032, 76.872, 99.904, 104.384]","[103, 70, 75, 69]",0.3275594869282169
newfoundland_3,22,"[37.448, 41.216, 148.288, 182.784]","[77, 70, 81, 68]",0.20321218555397988
Russian_Blue_95,27,"[35.44, 29.568, 164.416, 194.43200000000002]","[63, 52, 72, 80]",0.18018169233564418
wheaten_terrier_38,19,"[112.88, 81.536, 36.736000000000004, 71.232]","[96, 78, 88, 79]",0.37640660989643254
leonberger_67,19,"[77.27199999999999, 72.128, 63.168, 107.968]","[78, 67, 73, 73]",0.5356874290165387
Birman_30,6,"[22.0, 40.32, 154.56, 183.68]","[92, 55, 70, 67]",0.1652014530626673
Siamese_40,32,"[40.136, 16.576, 145.15200000000002, 206.976]","[76, 47, 70, 77]",0.17940963036449148
keeshond_65,18,"[69.44, 38.896, 154.56, 147.392]","[107, 73, 87, 71]",0.27114810920403576
boxer_6,8,"[52.864000000000004, 44.616, 92.288, 126.784]","[54, 43, 70, 74]",0.42889640820683983
pomeranian_44,24,"[42.56, 31.584, 181.44, 164.416]","[89, 64, 86, 69]",0.19891632477998772
Maine_Coon_6,20,"[60.621818181818185, 16.290909090909093, 105.07636363636364, 193.8618181818182]","[55, 0, 72, 82]",0.19904717114671686
Siamese_231,5,"[40.32, 33.973333333333336, 180.69333333333333, 160.53333333333333]","[63, 60, 88, 84]",0.25483237692540023
miniature_pinscher_2,21,"[8.96, 39.480000000000004, 194.43200000000002, 146.496]","[134, 46, 67, 71]",0.1670089098771035
yorkshire_terrier_20,36,"[26.432000000000002, 28.896, 197.568, 167.104]","[97, 101, 95, 63]",0.18128451351816097
japanese_chin_45,17,"[62.904, 37.184, 94.528, 169.792]","[71, 65, 73, 75]",0.3411194087389986
shiba_inu_48,31,"[69.664, 29.568, 68.992, 157.696]","[71, 36, 69, 75]",0.46210747686407766
yorkshire_terrier_52,36,"[10.752, 40.096000000000004, 203.392, 128.12800000000001]","[103, 61, 69, 63]",0.1668060223091886
Abyssinian_79,0,"[44.24, 40.88, 179.76000000000002, 155.12]","[57, 64, 73, 85]",0.2225260865843013
boxer_199,8,"[46.592, 28.0, 175.616, 137.088]","[83, 51, 103, 76]",0.32515264821915163
miniature_pinscher_192,10,"[47.04, 29.493333333333332, 176.96, 164.26666666666668]","[86, 66, 78, 73]",0.19588126893450128
yorkshire_terrier_80,36,"[12.992, 42.336, 168.0, 123.648]","[113, 61, 65, 64]",0.20026126392586022
Maine_Coon_60,0,"[0.0, 40.096000000000004, 177.856, 151.424]","[100, 58, 62, 66]",0.15194009373829867
Birman_38,26,"[41.216, 28.896, 182.784, 158.144]","[57, 42, 79, 78]",0.2131723130116069
staffordshire_bull_terrier_33,1,"[38.08, 66.52799999999999, 181.44, 129.472]","[68, 70, 74, 71]",0.2236563198264055
Sphynx_23,33,"[70.93333333333334, 38.266666666666666, 152.13333333333333, 157.73333333333335]","[95, 81, 88, 87]",0.31904655716426766
leonberger_58,19,"[67.464, 35.392, 95.872, 177.856]","[77, 97, 70, 71]",0.29147148969406733
english_setter_73,13,"[39.872, 84.488, 132.16, 99.904]","[80, 95, 73, 69]",0.3814951699878858
newfoundland_38,22,"[59.584, 39.688, 164.416, 146.496]","[81, 59, 76, 80]",0.2524257959564597
