index,pred_class,true_bbox,cam_bboxes,mobilenet_adv_iou
wheaten_terrier_73,23,"[27.328, 37.0, 134.4, 95.424]","[100, 39, 65, 62]",0.2937657493374809
havanese_90,16,"[40.768, 57.608000000000004, 140.224, 113.792]","[62, 62, 122, 101]",0.7391181349649392
Persian_65,23,"[0.0, 29.344, 224.0, 165.76]","[48, 75, 120, 87]",0.28117243519029234
shiba_inu_82,31,"[62.496, 0.0, 123.648, 220.416]","[65, 0, 87, 82]",0.2617597650473233
havanese_62,16,"[11.648, 81.312, 206.976, 99.008]","[44, 109, 105, 71]",0.36379554006917453
yorkshire_terrier_55,36,"[46.144, 38.0, 177.856, 148.288]","[65, 58, 108, 107]",0.4381602791793622
British_Shorthair_275,27,"[24.26666666666667, 39.16, 174.16, 151.01333333333335]","[0, 57, 83, 96]",0.19693970746368702
leonberger_82,19,"[0.0, 38.0, 189.504, 148.736]","[51, 52, 142, 106]",0.5141158934119283
newfoundland_55,22,"[70.784, 69.256, 74.816, 107.072]","[63, 73, 92, 83]",0.6580213251889075
Siamese_42,32,"[0.0, 28.0, 157.696, 167.552]","[37, 42, 129, 114]",0.5027357988441613
american_bulldog_224,34,"[0.0, 42.824, 224.0, 142.464]","[0, 0, 33, 29]",0.0
english_cocker_spaniel_47,12,"[63.879999999999995, 16.128, 109.312, 123.648]","[89, 0, 84, 114]",0.5528390095207246
Ragdoll_258,26,"[0.56, 38.04, 219.52, 147.84]","[83, 68, 117, 89]",0.32085574547537005
german_shorthaired_71,14,"[5.824, 47.992000000000004, 180.992, 139.776]","[47, 93, 113, 101]",0.4118358560340596
Maine_Coon_44,13,"[77.952, 52.68, 70.784, 107.968]","[71, 73, 110, 86]",0.5526494274782945
pomeranian_5,24,"[48.384, 46.856, 175.616, 139.328]","[56, 66, 103, 75]",0.31571557271236794
leonberger_93,19,"[87.808, 48.16, 89.60000000000001, 120.06400000000001]","[81, 52, 76, 70]",0.43112988030650135
saint_bernard_44,28,"[50.400000000000006, 22.400000000000002, 104.384, 195.328]","[67, 30, 80, 77]",0.3021219463491188
keeshond_54,18,"[54.6, 43.06666666666666, 91.0, 97.53333333333333]","[63, 56, 84, 68]",0.6261249544816104
shiba_inu_85,31,"[13.44, 55.056, 118.72, 108.864]","[64, 56, 87, 74]",0.35226050811064064
Abyssinian_67,0,"[14.688524590163935, 30.896174863387976, 197.6830601092896, 156.6775956284153]","[0, 43, 99, 88]",0.2299515758727484
staffordshire_bull_terrier_99,4,"[97.03200000000001, 108.864, 55.104, 113.792]","[79, 106, 87, 66]",0.4077000085634851
British_Shorthair_92,27,"[0.448, 37.0, 223.104, 148.736]","[69, 60, 114, 92]",0.31605977327060886
yorkshire_terrier_36,36,"[21.504, 28.0, 168.89600000000002, 168.0]","[54, 65, 122, 94]",0.4041653133401901
Bombay_57,7,"[43.46268656716418, 49.97014925373134, 138.7462686567164, 126.62686567164178]","[84, 66, 98, 79]",0.44066240208358193
Birman_60,6,"[42.56, 65.224, 162.624, 120.512]","[50, 75, 109, 92]",0.5116811194968632
havanese_92,16,"[23.296, 23.744, 177.856, 191.296]","[42, 45, 114, 83]",0.2781048315154848
american_bulldog_72,1,"[78.664, 39.424, 67.648, 155.904]","[66, 31, 96, 116]",0.505182468580348
Persian_8,23,"[0.0, 38.0, 224.0, 138.43200000000002]","[23, 80, 130, 85]",0.35635082309622873
yorkshire_terrier_1,36,"[0.0, 40.584, 132.16, 145.6]","[0, 75, 132, 92]",0.6311031583428678
Russian_Blue_239,27,"[66.86666666666667, 48.53333333333334, 105.28, 153.81333333333333]","[63, 47, 99, 140]",0.7803478094253034
samoyed_4,29,"[54.616, 7.6160000000000005, 116.928, 209.66400000000002]","[72, 32, 92, 82]",0.30772252780668213
samoyed_23,29,"[43.904, 55.775999999999996, 126.784, 139.776]","[56, 79, 95, 77]",0.41277869427024677
Russian_Blue_220,27,"[54.50666666666667, 37.0, 136.64000000000001, 127.68]","[77, 64, 110, 95]",0.5989844708375153
British_Shorthair_27,9,"[50.848, 53.76, 90.048, 143.36]","[62, 66, 99, 112]",0.5828370963814694
great_pyrenees_97,15,"[0.0, 39.688, 223.104, 146.94400000000002]","[52, 60, 136, 107]",0.4438778477523833
chihuahua_96,10,"[30.688, 0.0, 161.728, 224.0]","[44, 46, 143, 97]",0.3828904527531234
beagle_203,4,"[6.72, 71.944, 195.328, 93.632]","[71, 80, 119, 76]",0.4945062105325866
havanese_31,16,"[19.712, 38.344, 203.84, 146.94400000000002]","[34, 69, 152, 86]",0.4364161069144891
keeshond_68,18,"[8.512, 31.584, 167.552, 163.52]","[138, 146, 56, 39]",0.052833538382349
British_Shorthair_71,9,"[40.768, 42.824, 161.28, 142.464]","[91, 62, 113, 102]",0.48874023294138624
havanese_68,16,"[44.800000000000004, 31.584, 176.064, 163.52]","[74, 65, 133, 89]",0.41114991497487835
Birman_2,6,"[1.344, 56.263999999999996, 209.216, 129.024]","[30, 70, 88, 75]",0.24449981745910357
Abyssinian_202,0,"[80.64, 38.45333333333333, 96.32000000000001, 144.85333333333335]","[79, 59, 75, 75]",0.3908982777058828
Birman_25,6,"[30.016000000000002, 37.448, 193.536, 148.736]","[64, 62, 120, 104]",0.43354754050214467
Bengal_71,5,"[39.872, 32.480000000000004, 184.12800000000001, 150.08]","[44, 55, 134, 110]",0.5334022295049407
american_pit_bull_terrier_193,2,"[36.21333333333333, 6.720000000000001, 158.29333333333335, 217.28]","[63, 31, 129, 124]",0.46508145054364863
Abyssinian_206,5,"[2.986666666666667, 13.973333333333333, 218.02666666666667, 200.10666666666668]","[47, 84, 107, 87]",0.21336926323573283
scottish_terrier_22,30,"[56.088, 39.424, 117.376, 158.144]","[66, 59, 119, 114]",0.6163224205749083
Abyssinian_69,0,"[62.536, 25.984, 93.184, 169.792]","[73, 34, 98, 113]",0.5326574866169955
newfoundland_68,12,"[45.168, 44.800000000000004, 99.456, 121.408]","[44, 66, 107, 99]",0.7679335093751243
saint_bernard_34,28,"[43.272, 50.624, 133.504, 137.088]","[69, 55, 101, 92]",0.5077097253890371
shiba_inu_98,31,"[104.384, 57.120000000000005, 86.464, 137.984]","[122, 74, 72, 75]",0.42439215786360995
Russian_Blue_75,27,"[6.272, 61.848, 125.44, 120.96000000000001]","[46, 71, 105, 95]",0.4788215897857165
beagle_29,4,"[65.408, 38.448, 130.816, 146.496]","[68, 79, 103, 76]",0.40847378052012556
samoyed_19,29,"[48.832, 62.944, 112.0, 133.056]","[77, 69, 68, 76]",0.3467927575070432
german_shorthaired_93,14,"[86.464, 53.128, 48.832, 128.12800000000001]","[69, 56, 102, 95]",0.4102547233288216
keeshond_4,18,"[22.400000000000002, 36.448, 201.6, 149.632]","[44, 72, 126, 91]",0.3800991766467066
pug_81,25,"[70.784, 49.472, 64.96000000000001, 112.0]","[70, 50, 76, 71]",0.5722737289313299
american_pit_bull_terrier_41,1,"[26.88, 13.032, 131.712, 199.36]","[81, 48, 86, 105]",0.30017968070463946
Ragdoll_5,26,"[61.64, 34.09777777777778, 123.69777777777777, 189.9022222222222]","[63, 52, 113, 95]",0.45699358557394604
scottish_terrier_80,30,"[0.0, 44.128, 175.168, 147.84]","[83, 66, 104, 86]",0.2945059597919643
Persian_62,23,"[30.464000000000002, 41.512, 178.752, 148.736]","[113, 63, 84, 71]",0.22432135901285055
havanese_9,16,"[38.344, 21.504, 145.6, 189.504]","[71, 50, 109, 78]",0.308135222173976
beagle_38,4,"[30.912, 35.064, 192.192, 161.28]","[55, 49, 84, 77]",0.20866720085470084
keeshond_34,18,"[30.688, 0.0, 165.312, 223.104]","[63, 33, 133, 160]",0.5769788406432543
english_cocker_spaniel_74,12,"[45.696, 89.376, 86.912, 93.632]","[81, 91, 64, 65]",0.3750906670754511
wheaten_terrier_7,12,"[55.984, 21.504, 120.96000000000001, 165.76]","[67, 53, 126, 123]",0.6139831281394471
german_shorthaired_75,14,"[40.32, 60.744, 125.888, 125.888]","[46, 81, 120, 89]",0.6739110614927699
havanese_89,16,"[37.0, 25.984, 144.704, 165.76]","[63, 52, 112, 92]",0.4295815054328986
miniature_pinscher_50,21,"[0.448, 43.256, 179.648, 169.792]","[57, 91, 94, 91]",0.2804333340696506
basset_hound_62,3,"[86.912, 47.856, 86.912, 138.88]","[96, 93, 80, 73]",0.46455681840542645
japanese_chin_7,17,"[16.79559118236473, 10.773547094188377, 191.2304609218437, 213.2264529058116]","[51, 38, 125, 100]",0.30655743869545593
samoyed_42,29,"[64.512, 57.608000000000004, 94.976, 126.336]","[65, 66, 82, 91]",0.6218909652128616
Persian_77,29,"[4.48, 28.0, 155.904, 167.104]","[43, 35, 123, 120]",0.5270532901343841
basset_hound_78,3,"[32.888, 8.064, 168.448, 204.288]","[31, 0, 137, 137]",0.4871574405506698
basset_hound_79,3,"[23.744, 71.456, 182.336, 94.08]","[143, 91, 81, 41]",0.14457464229330694
samoyed_57,29,"[74.632, 47.04, 99.456, 163.968]","[72, 63, 92, 96]",0.5180668089607424
Egyptian_Mau_47,20,"[37.896, 0.0, 136.64000000000001, 161.728]","[68, 27, 93, 56]",0.23567195599006138
British_Shorthair_62,9,"[5.824, 45.96, 169.344, 139.776]","[30, 67, 157, 119]",0.6862670736411365
american_pit_bull_terrier_93,14,"[50.888, 60.480000000000004, 109.76, 111.552]","[43, 68, 94, 93]",0.61709855897156
Maine_Coon_83,20,"[37.0, 9.856, 144.256, 213.696]","[54, 38, 121, 119]",0.46709159549108137
english_setter_68,13,"[60.032000000000004, 76.872, 160.832, 60.928000000000004]","[70, 75, 71, 53]",0.3654910656124996
american_pit_bull_terrier_56,4,"[57.344, 85.384, 57.792, 97.21600000000001]","[67, 76, 67, 58]",0.32665245595323383
Bengal_75,5,"[81.72800000000001, 43.456, 106.176, 175.168]","[81, 66, 94, 121]",0.6039534298789354
newfoundland_41,12,"[25.536, 64.776, 128.576, 120.96000000000001]","[82, 94, 66, 82]",0.3479814544865565
pug_35,25,"[79.296, 44.856, 84.672, 139.776]","[70, 38, 84, 78]",0.40656288980836547
Bengal_93,5,"[3.136, 61.152, 180.992, 133.952]","[32, 87, 128, 102]",0.5385196563475882
yorkshire_terrier_72,36,"[8.96, 34.24, 176.96, 157.248]","[86, 64, 99, 87]",0.3095239130218787
pomeranian_43,29,"[41.44, 24.192, 142.016, 189.056]","[51, 57, 108, 112]",0.4505199601032872
english_setter_97,1,"[61.296, 117.824, 79.744, 64.512]","[101, 94, 60, 69]",0.24196687236262424
yorkshire_terrier_84,36,"[103.488, 28.448, 77.504, 150.528]","[104, 43, 84, 83]",0.5217373365791
Bengal_63,5,"[0.448, 35.616, 223.552, 160.38400000000001]","[40, 75, 137, 117]",0.4470610446894244
english_setter_91,13,"[62.72, 32.480000000000004, 65.408, 159.936]","[76, 65, 122, 78]",0.25554370679486804
newfoundland_92,34,"[78.4, 35.616, 59.584, 126.784]","[51, 58, 118, 88]",0.4130311842778899
beagle_65,4,"[35.392, 76.424, 124.096, 109.76]","[73, 75, 106, 106]",0.5719991263216299
Maine_Coon_98,23,"[28.896, 2.24, 163.52, 207.872]","[52, 46, 137, 145]",0.5844154603194017
english_cocker_spaniel_36,12,"[43.456, 62.088, 107.52, 105.72800000000001]","[87, 71, 72, 61]",0.32912410995541314
Siamese_57,32,"[66.752, 64.68, 66.752, 109.76]","[65, 63, 88, 75]",0.5418530407578951
Bombay_59,7,"[0.0, 28.0, 224.0, 167.552]","[40, 48, 164, 116]",0.5068788879188039
Birman_50,32,"[49.728, 30.240000000000002, 144.256, 162.17600000000002]","[45, 58, 108, 88]",0.381670849772801
english_cocker_spaniel_95,12,"[17.272, 0.0, 190.848, 222.656]","[132, 65, 57, 111]",0.14889352733966313
leonberger_90,19,"[39.896, 75.264, 140.224, 148.736]","[38, 91, 126, 102]",0.6013662244516933
english_cocker_spaniel_192,12,"[32.480000000000004, 33.6, 153.216, 183.68]","[56, 51, 91, 81]",0.2619150295708784
Abyssinian_68,0,"[37.896, 11.648, 137.088, 211.904]","[68, 37, 107, 123]",0.45295590621265236
german_shorthaired_197,14,"[41.928, 70.336, 103.04, 124.096]","[53, 88, 83, 94]",0.6101580043020189
Ragdoll_24,26,"[42.112, 37.0, 181.888, 147.84]","[54, 70, 108, 91]",0.3654846538929051
British_Shorthair_276,9,"[40.04526748971193, 11.061728395061728, 151.1769547325103, 207.40740740740742]","[44, 47, 118, 104]",0.3913861840467894
Egyptian_Mau_5,11,"[10.95111111111111, 30.95111111111111, 163.2711111111111, 158.29333333333332]","[46, 71, 125, 70]",0.33856033847832157
american_bulldog_59,1,"[21.952, 29.344, 140.672, 133.504]","[59, 63, 98, 94]",0.49051465716239906
american_pit_bull_terrier_62,1,"[75.264, 75.52799999999999, 148.288, 110.208]","[69, 70, 96, 83]",0.4004970930053784
american_bulldog_207,1,"[43.904, 64.328, 104.83200000000001, 103.04]","[79, 67, 78, 62]",0.38214015228757475
Ragdoll_64,26,"[1.344, 66.12, 220.416, 94.976]","[98, 71, 93, 78]",0.3465138194457489
Ragdoll_58,23,"[0.0, 56.712, 221.312, 119.168]","[112, 84, 85, 73]",0.23527575312605023
newfoundland_1,22,"[37.896, 1.344, 147.392, 222.656]","[38, 39, 152, 147]",0.6461083950739059
Maine_Coon_272,20,"[32.85333333333333, 23.893333333333334, 155.68, 200.10666666666668]","[35, 35, 106, 124]",0.42192297030484044
Bengal_35,5,"[69.44, 49.504000000000005, 129.472, 124.096]","[75, 61, 73, 67]",0.3044135803078929
german_shorthaired_43,14,"[56.0, 60.456, 100.352, 146.496]","[54, 73, 118, 113]",0.6792159750628252
english_cocker_spaniel_63,12,"[31.808, 49.448, 188.608, 115.136]","[98, 92, 104, 84]",0.32959832714311044
pug_198,25,"[37.333333333333336, 32.480000000000004, 126.18666666666667, 163.52]","[74, 73, 87, 79]",0.33309030885191876
yorkshire_terrier_83,36,"[41.928, 172.928, 144.256, 51.072]","[49, 41, 107, 99]",0.0
american_bulldog_32,1,"[44.576, 0.0, 123.2, 198.912]","[67, 0, 92, 178]",0.6682456459242173
english_cocker_spaniel_92,12,"[76.832, 57.344, 90.496, 138.43200000000002]","[75, 72, 106, 86]",0.5614832881012471
american_bulldog_63,1,"[68.096, 63.84, 92.288, 67.648]","[81, 69, 96, 64]",0.6679476431301893
great_pyrenees_48,15,"[45.744, 28.672, 119.616, 191.296]","[74, 32, 95, 94]",0.36977944302091625
Ragdoll_59,26,"[0.448, 37.0, 180.992, 148.736]","[72, 77, 112, 80]",0.3227744194137602
english_cocker_spaniel_82,12,"[23.448, 0.0, 173.376, 207.872]","[41, 28, 153, 126]",0.5349054248052468
chihuahua_56,10,"[46.856, 34.944, 86.912, 169.792]","[50, 36, 98, 83]",0.436230942969019
leonberger_89,19,"[40.344, 67.648, 125.888, 156.352]","[44, 90, 124, 90]",0.5544250507838524
shiba_inu_24,31,"[36.336, 25.536, 161.728, 168.448]","[26, 33, 78, 81]",0.19518479511032982
Persian_43,23,"[0.0, 49.448, 222.656, 125.44]","[99, 65, 92, 69]",0.22728274713880955
chihuahua_198,10,"[2.986666666666667, 39.946666666666665, 161.28, 156.8]","[56, 59, 97, 68]",0.2608279174765144
Bengal_90,5,"[0.0, 44.168, 203.84, 139.776]","[60, 58, 115, 96]",0.38747800472682725
newfoundland_70,22,"[32.704, 28.0, 191.296, 168.0]","[47, 39, 177, 139]",0.7655488278449553
Russian_Blue_43,27,"[30.912, 53.088, 160.38400000000001, 116.928]","[33, 82, 90, 72]",0.3455377045828927
miniature_pinscher_3,21,"[35.84, 28.0, 188.16, 167.552]","[46, 61, 109, 88]",0.304251164751615
scottish_terrier_53,30,"[86.464, 57.120000000000005, 97.21600000000001, 138.43200000000002]","[88, 72, 97, 85]",0.5993217992927486
great_pyrenees_35,15,"[7.168, 24.688, 216.832, 172.48]","[67, 25, 122, 100]",0.3262103314546813
english_setter_84,13,"[73.736, 51.072, 86.016, 164.416]","[83, 63, 96, 106]",0.5027414885433529
Abyssinian_219,0,"[48.44, 4.48, 128.42666666666668, 209.81333333333333]","[79, 39, 109, 96]",0.335370057454587
great_pyrenees_59,15,"[39.872, 48.647999999999996, 161.728, 137.088]","[59, 56, 142, 98]",0.6276676760270128
american_pit_bull_terrier_68,12,"[55.552, 38.792, 132.16, 145.6]","[75, 106, 105, 60]",0.32740035388340477
Siamese_95,32,"[84.224, 87.136, 130.368, 94.08]","[75, 86, 58, 64]",0.23749591869328154
samoyed_79,29,"[18.816, 56.64, 181.888, 102.592]","[100, 62, 87, 74]",0.3450113864947102
german_shorthaired_196,14,"[60.928000000000004, 63.432, 135.296, 122.304]","[87, 89, 97, 105]",0.5408653604506262
staffordshire_bull_terrier_68,34,"[0.0, 47.304, 166.656, 134.848]","[28, 50, 127, 98]",0.5538145138963313
miniature_pinscher_43,21,"[79.744, 74.592, 53.312, 92.288]","[75, 78, 85, 87]",0.6041677797875759
shiba_inu_87,31,"[70.56, 24.64, 97.664, 183.232]","[61, 35, 90, 82]",0.3531264094262586
chihuahua_36,10,"[0.0, 38.0, 212.8, 148.288]","[72, 67, 121, 76]",0.2914213268388926
shiba_inu_209,31,"[0.448, 28.896, 221.76, 166.208]","[69, 60, 125, 84]",0.2848748847738066
newfoundland_73,22,"[54.656, 51.744, 168.448, 143.808]","[60, 61, 131, 112]",0.6056760669071765
staffordshire_bull_terrier_52,8,"[0.0, 37.0, 108.416, 149.184]","[0, 64, 93, 76]",0.436999473119603
american_pit_bull_terrier_98,34,"[79.112, 30.016000000000002, 74.816, 168.448]","[70, 34, 106, 105]",0.494785968880093
British_Shorthair_39,9,"[0.0, 15.824, 178.752, 198.016]","[28, 49, 123, 137]",0.47607402381137537
american_bulldog_2,1,"[64.96000000000001, 41.928, 104.83200000000001, 143.808]","[140, 140, 11, 7]",0.0051075638838489305
Persian_52,23,"[6.272, 28.0, 217.728, 165.312]","[35, 71, 131, 105]",0.38215709882517696
Siamese_98,32,"[6.0, 0.0, 211.008, 224.0]","[58, 43, 107, 126]",0.28523800045495906
Bombay_213,10,"[17.946666666666665, 0.7466666666666667, 195.62666666666667, 223.25333333333333]","[127, 90, 74, 80]",0.13554880707931774
Bombay_75,7,"[15.318518518518518, 1.6592592592592592, 189.98518518518517, 222.34074074074073]","[125, 23, 99, 119]",0.21490745660725785
saint_bernard_85,28,"[37.0, 75.264, 30.464000000000002, 76.608]","[67, 48, 99, 110]",0.0026952885297810703
Sphynx_8,33,"[10.752, 45.088, 204.73600000000002, 135.296]","[39, 46, 94, 96]",0.32577662189254386
Russian_Blue_54,27,"[6.72, 38.792, 188.608, 132.16]","[102, 60, 87, 79]",0.2757313861471961
pomeranian_81,24,"[7.6160000000000005, 5.376, 213.696, 215.488]","[59, 54, 131, 95]",0.2702560453992395
Bengal_91,5,"[0.0, 55.368, 186.816, 129.92000000000002]","[39, 74, 153, 108]",0.6429110257193793
english_cocker_spaniel_21,12,"[4.032, 45.92, 170.68800000000002, 127.232]","[61, 60, 95, 79]",0.345582190296824
keeshond_50,18,"[35.336, 19.712, 146.94400000000002, 192.64000000000001]","[67, 35, 125, 120]",0.46935415912276407
Ragdoll_63,26,"[0.0, 37.0, 224.0, 134.4]","[43, 60, 99, 96]",0.315688775510204
havanese_194,16,"[0.896, 10.304, 220.416, 213.696]","[40, 52, 154, 101]",0.330219400646949
newfoundland_25,19,"[37.0, 45.696, 139.776, 178.304]","[49, 94, 95, 90]",0.34306184634416187
Bengal_8,31,"[112.44800000000001, 37.0, 97.21600000000001, 147.84]","[126, 66, 41, 42]",0.1198128628284158
english_setter_64,15,"[73.92, 60.744, 103.488, 76.16]","[55, 60, 48, 67]",0.2100906063791888
scottish_terrier_84,30,"[32.120000000000005, 0.0, 186.816, 224.0]","[95, 32, 129, 123]",0.35894164059157907
British_Shorthair_258,7,"[55.25333333333334, 36.96, 120.96000000000001, 115.73333333333333]","[100, 57, 80, 77]",0.4106472023532732
Persian_78,26,"[4.48, 31.48, 212.352, 163.52]","[53, 68, 146, 97]",0.4078470787048996
american_bulldog_33,1,"[78.21600000000001, 18.368000000000002, 94.08, 159.936]","[75, 0, 93, 116]",0.5135507623673332
saint_bernard_80,28,"[116.032, 76.872, 99.904, 104.384]","[103, 76, 81, 65]",0.3845396377686736
newfoundland_3,19,"[37.448, 41.216, 148.288, 182.784]","[38, 63, 155, 121]",0.638804322331419
Russian_Blue_95,9,"[35.44, 29.568, 164.416, 194.43200000000002]","[59, 46, 111, 123]",0.4270869176143316
wheaten_terrier_38,12,"[112.88, 81.536, 36.736000000000004, 71.232]","[106, 99, 102, 85]",0.21212576383182902
leonberger_67,19,"[77.27199999999999, 72.128, 63.168, 107.968]","[78, 88, 73, 78]",0.6371593092563872
Birman_30,6,"[22.0, 40.32, 154.56, 183.68]","[71, 76, 97, 72]",0.2460057458826585
Siamese_40,32,"[40.136, 16.576, 145.15200000000002, 206.976]","[59, 47, 99, 103]",0.3394137292813951
keeshond_65,18,"[69.44, 38.896, 154.56, 147.392]","[77, 67, 147, 98]",0.6323716466234968
boxer_6,8,"[52.864000000000004, 44.616, 92.288, 126.784]","[46, 40, 108, 89]",0.5757947610424157
pomeranian_44,24,"[42.56, 31.584, 181.44, 164.416]","[60, 67, 127, 93]",0.39592192652113833
Maine_Coon_6,20,"[60.621818181818185, 16.290909090909093, 105.07636363636364, 193.8618181818182]","[72, 34, 37, 21]",0.03814377767822245
Siamese_231,26,"[40.32, 33.973333333333336, 180.69333333333333, 160.53333333333333]","[70, 77, 106, 88]",0.32157418992967174
miniature_pinscher_2,21,"[8.96, 39.480000000000004, 194.43200000000002, 146.496]","[121, 46, 103, 101]",0.27225958616821405
yorkshire_terrier_20,36,"[26.432000000000002, 28.896, 197.568, 167.104]","[54, 64, 136, 107]",0.4407773167445745
japanese_chin_45,17,"[62.904, 37.184, 94.528, 169.792]","[61, 63, 107, 84]",0.4644092805135817
shiba_inu_48,31,"[69.664, 29.568, 68.992, 157.696]","[65, 35, 93, 80]",0.4311864434982164
yorkshire_terrier_52,36,"[10.752, 40.096000000000004, 203.392, 128.12800000000001]","[82, 63, 103, 78]",0.3082860784982795
Abyssinian_79,0,"[44.24, 40.88, 179.76000000000002, 155.12]","[60, 56, 85, 107]",0.3261683734865786
boxer_199,8,"[46.592, 28.0, 175.616, 137.088]","[62, 44, 132, 105]",0.5757046122020236
miniature_pinscher_192,10,"[47.04, 29.493333333333332, 176.96, 164.26666666666668]","[79, 60, 111, 82]",0.3131210589817054
yorkshire_terrier_80,36,"[12.992, 42.336, 168.0, 123.648]","[103, 61, 83, 78]",0.2874467573587114
Maine_Coon_60,20,"[0.0, 40.096000000000004, 177.856, 151.424]","[89, 54, 100, 80]",0.25548762671606623
Birman_38,6,"[41.216, 28.896, 182.784, 158.144]","[50, 61, 108, 70]",0.2615356517961292
staffordshire_bull_terrier_33,1,"[38.08, 66.52799999999999, 181.44, 129.472]","[57, 62, 97, 90]",0.34645092758432533
Sphynx_23,33,"[70.93333333333334, 38.266666666666666, 152.13333333333333, 157.73333333333335]","[95, 64, 129, 105]",0.5580942223415876
leonberger_58,19,"[67.464, 35.392, 95.872, 177.856]","[57, 91, 115, 106]",0.5326507410352316
