,index,pred_class,true_bbox,cam_bboxes,resnet_adv_iou
231,Persian_45,23,"[3.136, 38.0, 202.496, 148.288]","[34, 34, 156, 156]",0.7407088148013036
232,Sphynx_47,33,"[29.344, 47.936, 165.76, 176.064]","[60, 36, 145, 146]",0.5617735526496074
233,wheaten_terrier_34,16,"[45.248, 47.304, 86.016, 133.952]","[35, 66, 138, 108]",0.5421085602867657
234,staffordshire_bull_terrier_81,34,"[17.472, 28.896, 206.528, 167.104]","[0, 31, 224, 193]",0.7803944157390712
235,staffordshire_bull_terrier_24,34,"[57.544, 2.688, 118.72, 201.6]","[32, 0, 155, 165]",0.6372402433442763
236,chihuahua_192,10,"[19.413333333333334, 35.46666666666667, 175.46666666666667, 159.78666666666666]","[38, 0, 135, 164]",0.5286177127471691
237,wheaten_terrier_20,35,"[83.144, 50.624, 67.648, 143.36]","[53, 76, 138, 124]",0.42389590946531447
238,miniature_pinscher_21,21,"[64.64, 25.984, 102.144, 162.624]","[32, 19, 139, 155]",0.6562863152171914
239,wheaten_terrier_73,35,"[27.328, 37.0, 134.4, 95.424]","[84, 29, 140, 129]",0.31605412041271824
240,havanese_90,26,"[40.768, 57.608000000000004, 140.224, 113.792]","[68, 60, 133, 121]",0.6467613606560195
241,Persian_65,23,"[0.0, 29.344, 224.0, 165.76]","[26, 50, 168, 174]",0.5806265739041359
242,shiba_inu_82,31,"[62.496, 0.0, 123.648, 220.416]","[39, 0, 144, 131]",0.5204417036896714
243,havanese_62,16,"[11.648, 81.312, 206.976, 99.008]","[0, 71, 167, 153]",0.5016305528614753
244,yorkshire_terrier_55,36,"[46.144, 38.0, 177.856, 148.288]","[31, 23, 164, 170]",0.6859327868135191
245,British_Shorthair_275,27,"[24.26666666666667, 39.16, 174.16, 151.01333333333335]","[0, 36, 172, 147]",0.7005208271064705
246,leonberger_82,19,"[0.0, 38.0, 189.504, 148.736]","[27, 23, 197, 167]",0.6547549438611081
247,newfoundland_55,22,"[70.784, 69.256, 74.816, 107.072]","[43, 46, 126, 141]",0.4509005263987393
248,Siamese_42,32,"[0.0, 28.0, 157.696, 167.552]","[25, 20, 164, 141]",0.5532863264226922
249,american_bulldog_224,1,"[0.0, 42.824, 224.0, 142.464]","[0, 23, 224, 162]",0.8760721679976338
250,english_cocker_spaniel_47,12,"[63.879999999999995, 16.128, 109.312, 123.648]","[64, 0, 160, 141]",0.5980717363082393
251,Ragdoll_258,26,"[0.56, 38.04, 219.52, 147.84]","[60, 28, 164, 163]",0.6662862420650029
252,german_shorthaired_71,14,"[5.824, 47.992000000000004, 180.992, 139.776]","[24, 70, 142, 134]",0.6058357888751724
253,Maine_Coon_44,35,"[77.952, 52.68, 70.784, 107.968]","[39, 26, 123, 113]",0.39595252485848387
254,pomeranian_5,24,"[48.384, 46.856, 175.616, 139.328]","[39, 38, 144, 146]",0.6829992527703944
255,leonberger_93,19,"[87.808, 48.16, 89.60000000000001, 120.06400000000001]","[60, 18, 135, 135]",0.4795359763473003
256,saint_bernard_44,28,"[50.400000000000006, 22.400000000000002, 104.384, 195.328]","[38, 0, 129, 152]",0.5110956651767269
257,keeshond_54,18,"[54.6, 43.06666666666666, 91.0, 97.53333333333333]","[38, 30, 125, 130]",0.5461866666666666
258,shiba_inu_85,31,"[13.44, 55.056, 118.72, 108.864]","[46, 28, 140, 139]",0.4077322540904912
259,Abyssinian_67,0,"[14.688524590163935, 30.896174863387976, 197.6830601092896, 156.6775956284153]","[0, 36, 128, 125]",0.43171444252131247
260,staffordshire_bull_terrier_99,4,"[97.03200000000001, 108.864, 55.104, 113.792]","[58, 71, 137, 153]",0.2991457644196366
261,British_Shorthair_92,27,"[0.448, 37.0, 223.104, 148.736]","[44, 20, 161, 169]",0.6570386308156698
262,yorkshire_terrier_36,36,"[21.504, 28.0, 168.89600000000002, 168.0]","[24, 29, 174, 148]",0.8348393563405918
263,Bombay_57,7,"[43.46268656716418, 49.97014925373134, 138.7462686567164, 126.62686567164178]","[61, 29, 163, 141]",0.5594938300995618
264,Birman_60,6,"[42.56, 65.224, 162.624, 120.512]","[31, 38, 163, 153]",0.6942774689169265
265,havanese_92,16,"[23.296, 23.744, 177.856, 191.296]","[0, 20, 181, 149]",0.6014871785502555
266,american_bulldog_72,1,"[78.664, 39.424, 67.648, 155.904]","[41, 0, 146, 176]",0.3421442798849598
267,Persian_8,23,"[0.0, 38.0, 224.0, 138.43200000000002]","[0, 46, 183, 178]",0.6010280781610141
268,yorkshire_terrier_1,36,"[0.0, 40.584, 132.16, 145.6]","[0, 50, 158, 145]",0.7451256752586473
269,Russian_Blue_239,27,"[66.86666666666667, 48.53333333333334, 105.28, 153.81333333333333]","[39, 37, 128, 147]",0.6325434404813477
270,samoyed_4,29,"[54.616, 7.6160000000000005, 116.928, 209.66400000000002]","[41, 0, 150, 155]",0.5644294726770028
271,samoyed_23,29,"[43.904, 55.775999999999996, 126.784, 139.776]","[33, 42, 146, 152]",0.7827403015143777
272,Russian_Blue_220,27,"[54.50666666666667, 37.0, 136.64000000000001, 127.68]","[61, 26, 163, 156]",0.6328629645057715
273,British_Shorthair_27,27,"[50.848, 53.76, 90.048, 143.36]","[54, 33, 123, 142]",0.5310113710909055
274,great_pyrenees_97,15,"[0.0, 39.688, 223.104, 146.94400000000002]","[39, 47, 162, 148]",0.6625886001950357
275,chihuahua_96,10,"[30.688, 0.0, 161.728, 224.0]","[39, 0, 185, 138]",0.5216474467437565
276,beagle_203,4,"[6.72, 71.944, 195.328, 93.632]","[47, 54, 177, 147]",0.48731830004355875
277,havanese_31,16,"[19.712, 38.344, 203.84, 146.94400000000002]","[0, 44, 201, 162]",0.6941179962566606
278,keeshond_68,18,"[8.512, 31.584, 167.552, 163.52]","[36, 48, 152, 142]",0.6836379100844131
279,British_Shorthair_71,9,"[40.768, 42.824, 161.28, 142.464]","[72, 29, 152, 144]",0.6060084613577761
280,havanese_68,16,"[44.800000000000004, 31.584, 176.064, 163.52]","[44, 27, 180, 151]",0.8538387677139617
281,Birman_2,6,"[1.344, 56.263999999999996, 209.216, 129.024]","[0, 36, 156, 141]",0.6159032362718525
282,Abyssinian_202,0,"[80.64, 38.45333333333333, 96.32000000000001, 144.85333333333335]","[57, 34, 125, 131]",0.6720021274175256
283,Birman_25,6,"[30.016000000000002, 37.448, 193.536, 148.736]","[39, 25, 185, 162]",0.8768067506148384
284,Bengal_71,5,"[39.872, 32.480000000000004, 184.12800000000001, 150.08]","[23, 44, 149, 161]",0.5495273841141052
285,american_pit_bull_terrier_193,2,"[36.21333333333333, 6.720000000000001, 158.29333333333335, 217.28]","[37, 0, 162, 185]",0.7739094592268779
286,Abyssinian_206,0,"[2.986666666666667, 13.973333333333333, 218.02666666666667, 200.10666666666668]","[0, 0, 224, 173]",0.7267473986634815
287,scottish_terrier_22,30,"[56.088, 39.424, 117.376, 158.144]","[53, 32, 171, 152]",0.6151903119768029
288,Abyssinian_69,0,"[62.536, 25.984, 93.184, 169.792]","[62, 23, 139, 141]",0.5700742250010044
289,newfoundland_68,12,"[45.168, 44.800000000000004, 99.456, 121.408]","[25, 53, 152, 133]",0.5353490650841187
290,saint_bernard_34,28,"[43.272, 50.624, 133.504, 137.088]","[49, 33, 148, 148]",0.7074792511078309
291,shiba_inu_98,31,"[104.384, 57.120000000000005, 86.464, 137.984]","[88, 55, 136, 143]",0.6134640361990953
292,Russian_Blue_75,27,"[6.272, 61.848, 125.44, 120.96000000000001]","[28, 45, 138, 139]",0.575189253671534
293,beagle_29,4,"[65.408, 38.448, 130.816, 146.496]","[40, 53, 152, 142]",0.6946591201585323
294,samoyed_19,29,"[48.832, 62.944, 112.0, 133.056]","[51, 40, 138, 144]",0.6190308406084357
295,german_shorthaired_93,14,"[86.464, 53.128, 48.832, 128.12800000000001]","[49, 52, 135, 120]",0.34859244182714383
296,keeshond_4,18,"[22.400000000000002, 36.448, 201.6, 149.632]","[23, 41, 163, 152]",0.7556788170036856
297,pug_81,25,"[70.784, 49.472, 64.96000000000001, 112.0]","[48, 38, 128, 127]",0.44755905511811045
298,american_pit_bull_terrier_41,2,"[26.88, 13.032, 131.712, 199.36]","[29, 42, 147, 155]",0.6936911572130386
299,Ragdoll_5,26,"[61.64, 34.09777777777778, 123.69777777777777, 189.9022222222222]","[39, 20, 151, 154]",0.587848069279319
300,scottish_terrier_80,30,"[0.0, 44.128, 175.168, 147.84]","[59, 44, 139, 134]",0.5367967285379693
301,Persian_62,23,"[30.464000000000002, 41.512, 178.752, 148.736]","[67, 23, 157, 166]",0.6622260966263223
302,havanese_9,16,"[38.344, 21.504, 145.6, 189.504]","[47, 20, 153, 138]",0.6227972181556755
303,beagle_38,4,"[30.912, 35.064, 192.192, 161.28]","[43, 16, 123, 144]",0.4608995678796168
304,keeshond_34,18,"[30.688, 0.0, 165.312, 223.104]","[36, 20, 188, 182]",0.6937005247449594
305,english_cocker_spaniel_74,12,"[45.696, 89.376, 86.912, 93.632]","[60, 53, 119, 129]",0.4011837023310029
306,wheaten_terrier_7,35,"[55.984, 21.504, 120.96000000000001, 165.76]","[48, 37, 142, 133]",0.7040976285968341
307,german_shorthaired_75,14,"[40.32, 60.744, 125.888, 125.888]","[35, 55, 153, 148]",0.6998670086557146
308,havanese_89,16,"[37.0, 25.984, 144.704, 165.76]","[41, 19, 157, 151]",0.7387528580345166
309,miniature_pinscher_50,21,"[0.448, 43.256, 179.648, 169.792]","[25, 64, 159, 160]",0.7042197402719135
310,basset_hound_62,3,"[86.912, 47.856, 86.912, 138.88]","[67, 75, 157, 132]",0.4207053076277302
311,japanese_chin_7,17,"[16.79559118236473, 10.773547094188377, 191.2304609218437, 213.2264529058116]","[37, 0, 152, 153]",0.509712472573175
312,samoyed_42,29,"[64.512, 57.608000000000004, 94.976, 126.336]","[46, 34, 134, 151]",0.5930062239794406
313,Persian_77,26,"[4.48, 28.0, 155.904, 167.104]","[37, 0, 153, 164]",0.4883088261307692
314,basset_hound_78,3,"[32.888, 8.064, 168.448, 204.288]","[25, 0, 165, 155]",0.6255954694055131
315,basset_hound_79,3,"[23.744, 71.456, 182.336, 94.08]","[93, 49, 131, 135]",0.439599201284083
316,samoyed_57,29,"[74.632, 47.04, 99.456, 163.968]","[45, 27, 145, 158]",0.5381471241568418
317,Egyptian_Mau_47,5,"[37.896, 0.0, 136.64000000000001, 161.728]","[57, 19, 132, 132]",0.6462389976916264
318,British_Shorthair_62,9,"[5.824, 45.96, 169.344, 139.776]","[0, 33, 224, 159]",0.6645953207547171
319,american_pit_bull_terrier_93,4,"[50.888, 60.480000000000004, 109.76, 111.552]","[28, 32, 154, 153]",0.5196480570409983
320,Maine_Coon_83,20,"[37.0, 9.856, 144.256, 213.696]","[24, 0, 171, 184]",0.6758562875845073
321,english_setter_68,13,"[60.032000000000004, 76.872, 160.832, 60.928000000000004]","[43, 39, 129, 129]",0.3477378783303145
322,american_pit_bull_terrier_56,4,"[57.344, 85.384, 57.792, 97.21600000000001]","[33, 44, 139, 148]",0.2731045630954696
323,Bengal_75,5,"[81.72800000000001, 43.456, 106.176, 175.168]","[58, 46, 137, 159]",0.7183928882674493
324,newfoundland_41,22,"[25.536, 64.776, 128.576, 120.96000000000001]","[54, 45, 129, 142]",0.5564792285627037
325,pug_35,25,"[79.296, 44.856, 84.672, 139.776]","[52, 19, 120, 139]",0.5059485876413836
326,Bengal_93,5,"[3.136, 61.152, 180.992, 133.952]","[20, 62, 172, 142]",0.8144796631439483
327,yorkshire_terrier_72,36,"[8.96, 34.24, 176.96, 157.248]","[54, 28, 170, 153]",0.5615664260672488
328,pomeranian_43,24,"[41.44, 24.192, 142.016, 189.056]","[27, 34, 147, 146]",0.6683570478996353
329,english_setter_97,12,"[61.296, 117.824, 79.744, 64.512]","[47, 82, 132, 142]",0.2744582227912933
330,yorkshire_terrier_84,36,"[103.488, 28.448, 77.504, 150.528]","[71, 0, 153, 154]",0.38163312688249174
331,Bengal_63,5,"[0.448, 35.616, 223.552, 160.38400000000001]","[0, 45, 180, 149]",0.7447818987643027
332,english_setter_91,13,"[62.72, 32.480000000000004, 65.408, 159.936]","[43, 42, 181, 132]",0.33569641672890915
333,newfoundland_92,22,"[78.4, 35.616, 59.584, 126.784]","[54, 55, 133, 133]",0.33959507871712746
334,beagle_65,4,"[35.392, 76.424, 124.096, 109.76]","[42, 46, 150, 178]",0.47020399644152155
335,Maine_Coon_98,23,"[28.896, 2.24, 163.52, 207.872]","[32, 30, 192, 174]",0.7068780422688534
336,english_cocker_spaniel_36,12,"[43.456, 62.088, 107.52, 105.72800000000001]","[38, 44, 141, 132]",0.6107819987105093
337,Siamese_57,32,"[66.752, 64.68, 66.752, 109.76]","[41, 37, 138, 136]",0.38329779158011923
338,Bombay_59,7,"[0.0, 28.0, 224.0, 167.552]","[21, 37, 203, 161]",0.8463646511025177
339,Birman_50,32,"[49.728, 30.240000000000002, 144.256, 162.17600000000002]","[0, 21, 175, 147]",0.5416251115504505
340,english_cocker_spaniel_95,12,"[17.272, 0.0, 190.848, 222.656]","[0, 24, 191, 165]",0.6321793867714075
341,leonberger_90,19,"[39.896, 75.264, 140.224, 148.736]","[48, 63, 136, 136]",0.7106480152457856
342,english_cocker_spaniel_192,12,"[32.480000000000004, 33.6, 153.216, 183.68]","[22, 0, 142, 164]",0.500290385437848
343,Abyssinian_68,0,"[37.896, 11.648, 137.088, 211.904]","[45, 29, 160, 153]",0.5911534798594503
344,german_shorthaired_197,28,"[41.928, 70.336, 103.04, 124.096]","[38, 34, 134, 139]",0.5077430730789644
345,Ragdoll_24,6,"[42.112, 37.0, 181.888, 147.84]","[33, 24, 161, 167]",0.7169075582174943
346,British_Shorthair_276,9,"[40.04526748971193, 11.061728395061728, 151.1769547325103, 207.40740740740742]","[0, 0, 164, 168]",0.49306158940459427
347,Egyptian_Mau_5,11,"[10.95111111111111, 30.95111111111111, 163.2711111111111, 158.29333333333332]","[35, 51, 189, 140]",0.5822094955314884
348,american_bulldog_59,1,"[21.952, 29.344, 140.672, 133.504]","[25, 40, 164, 144]",0.6632877039742764
349,american_pit_bull_terrier_62,2,"[75.264, 75.52799999999999, 148.288, 110.208]","[45, 56, 138, 141]",0.4962298768619293
350,american_bulldog_207,1,"[43.904, 64.328, 104.83200000000001, 103.04]","[66, 36, 130, 135]",0.42998010512234763
351,Ragdoll_64,26,"[1.344, 66.12, 220.416, 94.976]","[73, 49, 151, 135]",0.5196144854096155
352,Ragdoll_58,23,"[0.0, 56.712, 221.312, 119.168]","[85, 40, 119, 163]",0.44891734323245186
353,newfoundland_1,22,"[37.896, 1.344, 147.392, 222.656]","[35, 49, 189, 139]",0.5307470920761308
354,Maine_Coon_272,20,"[32.85333333333333, 23.893333333333334, 155.68, 200.10666666666668]","[0, 32, 161, 150]",0.532751586019191
355,Bengal_35,5,"[69.44, 49.504000000000005, 129.472, 124.096]","[36, 30, 165, 126]",0.597703633431179
356,german_shorthaired_43,14,"[56.0, 60.456, 100.352, 146.496]","[48, 50, 153, 144]",0.574384787202027
357,english_cocker_spaniel_63,12,"[31.808, 49.448, 188.608, 115.136]","[74, 65, 150, 134]",0.5353682880576042
358,pug_198,25,"[37.333333333333336, 32.480000000000004, 126.18666666666667, 163.52]","[51, 47, 141, 138]",0.6321275298953285
359,yorkshire_terrier_83,36,"[41.928, 172.928, 144.256, 51.072]","[21, 0, 158, 167]",0.0
360,american_bulldog_32,1,"[44.576, 0.0, 123.2, 198.912]","[62, 0, 136, 152]",0.5525068200672286
361,english_cocker_spaniel_92,12,"[76.832, 57.344, 90.496, 138.43200000000002]","[59, 50, 165, 139]",0.5059554837594331
362,american_bulldog_63,1,"[68.096, 63.84, 92.288, 67.648]","[45, 37, 148, 132]",0.3195689303849304
363,great_pyrenees_48,15,"[45.744, 28.672, 119.616, 191.296]","[58, 0, 139, 157]",0.44546680400475386
364,Ragdoll_59,26,"[0.448, 37.0, 180.992, 148.736]","[63, 35, 161, 157]",0.5094250371156491
365,english_cocker_spaniel_82,12,"[23.448, 0.0, 173.376, 207.872]","[0, 20, 201, 153]",0.658774315860949
366,chihuahua_56,10,"[46.856, 34.944, 86.912, 169.792]","[33, 0, 143, 156]",0.39637284689056473
367,leonberger_89,19,"[40.344, 67.648, 125.888, 156.352]","[39, 63, 155, 141]",0.7042731547842755
368,shiba_inu_24,31,"[36.336, 25.536, 161.728, 168.448]","[0, 0, 149, 149]",0.3914567021439602
369,Persian_43,23,"[0.0, 49.448, 222.656, 125.44]","[68, 35, 156, 149]",0.610565162875717
370,chihuahua_198,10,"[2.986666666666667, 39.946666666666665, 161.28, 156.8]","[19, 25, 162, 149]",0.6501297311695725
371,Bengal_90,5,"[0.0, 44.168, 203.84, 139.776]","[37, 20, 163, 176]",0.6623790182191069
372,newfoundland_70,22,"[32.704, 28.0, 191.296, 168.0]","[24, 0, 200, 184]",0.7633138419429402
373,Russian_Blue_43,27,"[30.912, 53.088, 160.38400000000001, 116.928]","[0, 54, 146, 135]",0.5317141268925963
374,miniature_pinscher_3,21,"[35.84, 28.0, 188.16, 167.552]","[30, 34, 156, 162]",0.7455038731483675
375,scottish_terrier_53,30,"[86.464, 57.120000000000005, 97.21600000000001, 138.43200000000002]","[64, 51, 160, 139]",0.5670854999740851
376,great_pyrenees_35,15,"[7.168, 24.688, 216.832, 172.48]","[46, 0, 159, 160]",0.5206250230661778
377,english_setter_84,13,"[73.736, 51.072, 86.016, 164.416]","[54, 36, 141, 137]",0.45655230898793353
378,Abyssinian_219,0,"[48.44, 4.48, 128.42666666666668, 209.81333333333333]","[62, 18, 162, 140]",0.4794059306325495
379,great_pyrenees_59,15,"[39.872, 48.647999999999996, 161.728, 137.088]","[33, 38, 155, 151]",0.8036033240017821
380,american_pit_bull_terrier_68,1,"[55.552, 38.792, 132.16, 145.6]","[33, 23, 159, 143]",0.6679918367960358
381,Siamese_95,32,"[84.224, 87.136, 130.368, 94.08]","[46, 51, 122, 131]",0.38701207027494733
382,samoyed_79,29,"[18.816, 56.64, 181.888, 102.592]","[75, 28, 149, 149]",0.4611554238403683
383,german_shorthaired_196,14,"[60.928000000000004, 63.432, 135.296, 122.304]","[59, 51, 128, 141]",0.8040782056990685
384,staffordshire_bull_terrier_68,34,"[0.0, 47.304, 166.656, 134.848]","[16, 20, 167, 158]",0.6750342715642254
385,miniature_pinscher_43,0,"[79.744, 74.592, 53.312, 92.288]","[43, 55, 138, 121]",0.2946495302431428
386,shiba_inu_87,31,"[70.56, 24.64, 97.664, 183.232]","[35, 0, 151, 158]",0.4533609766447521
387,chihuahua_36,10,"[0.0, 38.0, 212.8, 148.288]","[51, 35, 173, 146]",0.6870531900453252
388,shiba_inu_209,31,"[0.448, 28.896, 221.76, 166.208]","[44, 36, 149, 145]",0.5861639890988659
389,newfoundland_73,22,"[54.656, 51.744, 168.448, 143.808]","[38, 37, 168, 161]",0.7375865902489841
390,staffordshire_bull_terrier_52,8,"[0.0, 37.0, 108.416, 149.184]","[0, 27, 132, 146]",0.7122516811234534
391,american_pit_bull_terrier_98,34,"[79.112, 30.016000000000002, 74.816, 168.448]","[44, 0, 143, 171]",0.3979160919868615
392,British_Shorthair_39,27,"[0.0, 15.824, 178.752, 198.016]","[24, 18, 153, 159]",0.6872857858441237
393,american_bulldog_2,1,"[64.96000000000001, 41.928, 104.83200000000001, 143.808]","[38, 36, 146, 151]",0.6838283704980498
394,Persian_52,20,"[6.272, 28.0, 217.728, 165.312]","[20, 23, 179, 151]",0.7084678966543493
395,Siamese_98,6,"[6.0, 0.0, 211.008, 224.0]","[24, 32, 200, 155]",0.6187490630730147
396,Bombay_213,7,"[17.946666666666665, 0.7466666666666667, 195.62666666666667, 223.25333333333333]","[18, 77, 180, 147]",0.6058482154254642
397,Bombay_75,7,"[15.318518518518518, 1.6592592592592592, 189.98518518518517, 222.34074074074073]","[91, 0, 133, 154]",0.38430769803541764
398,saint_bernard_85,28,"[37.0, 75.264, 30.464000000000002, 76.608]","[36, 0, 169, 195]",0.0708173604005462
399,Sphynx_8,33,"[10.752, 45.088, 204.73600000000002, 135.296]","[0, 19, 156, 138]",0.492979410702531
400,Russian_Blue_54,27,"[6.72, 38.792, 188.608, 132.16]","[77, 30, 147, 139]",0.5143950016592742
401,pomeranian_81,24,"[7.6160000000000005, 5.376, 213.696, 215.488]","[31, 27, 193, 165]",0.6754104008329712
402,Bengal_91,5,"[0.0, 55.368, 186.816, 129.92000000000002]","[38, 65, 186, 159]",0.4980136283823787
403,english_cocker_spaniel_21,12,"[4.032, 45.92, 170.68800000000002, 127.232]","[44, 37, 128, 142]",0.6898590716467918
404,keeshond_50,18,"[35.336, 19.712, 146.94400000000002, 192.64000000000001]","[64, 0, 160, 168]",0.4658840743478571
405,Ragdoll_63,26,"[0.0, 37.0, 224.0, 134.4]","[30, 33, 127, 147]",0.5383494502583123
406,havanese_194,16,"[0.896, 10.304, 220.416, 213.696]","[0, 30, 224, 157]",0.7260154365972835
407,newfoundland_25,22,"[37.0, 45.696, 139.776, 178.304]","[84, 51, 140, 147]",0.42800142782782097
408,Bengal_8,0,"[112.44800000000001, 37.0, 97.21600000000001, 147.84]","[64, 0, 104, 146]",0.257653068449465
409,english_setter_64,15,"[73.92, 60.744, 103.488, 76.16]","[42, 25, 123, 140]",0.38186927421753497
410,scottish_terrier_84,30,"[32.120000000000005, 0.0, 186.816, 224.0]","[79, 0, 145, 157]",0.5152206406141275
411,British_Shorthair_258,7,"[55.25333333333334, 36.96, 120.96000000000001, 115.73333333333333]","[54, 30, 144, 142]",0.6846197183098591
412,Persian_78,23,"[4.48, 31.48, 212.352, 163.52]","[63, 0, 161, 160]",0.48560258170507303
413,american_bulldog_33,1,"[78.21600000000001, 18.368000000000002, 94.08, 159.936]","[45, 0, 140, 164]",0.563696873806536
414,saint_bernard_80,28,"[116.032, 76.872, 99.904, 104.384]","[73, 35, 151, 150]",0.46041408988962446
415,newfoundland_3,22,"[37.448, 41.216, 148.288, 182.784]","[46, 46, 159, 125]",0.5918474253842356
416,Russian_Blue_95,27,"[35.44, 29.568, 164.416, 194.43200000000002]","[37, 0, 153, 176]",0.6139515415756651
417,wheaten_terrier_38,4,"[112.88, 81.536, 36.736000000000004, 71.232]","[69, 62, 133, 130]",0.1513463708502024
418,leonberger_67,19,"[77.27199999999999, 72.128, 63.168, 107.968]","[53, 59, 132, 126]",0.4100602828282829
419,Birman_30,6,"[22.0, 40.32, 154.56, 183.68]","[47, 0, 177, 160]",0.37631785775306387
420,Siamese_40,32,"[40.136, 16.576, 145.15200000000002, 206.976]","[42, 25, 159, 146]",0.6469397830405557
421,keeshond_65,18,"[69.44, 38.896, 154.56, 147.392]","[56, 40, 168, 145]",0.90624605979974
422,boxer_6,8,"[52.864000000000004, 44.616, 92.288, 126.784]","[0, 17, 160, 141]",0.4397248581851354
