index,pred_class,true_bbox,cam_bboxes,vggnet_adv_iou
wheaten_terrier_73,35,"[27.328, 37.0, 134.4, 95.424]","[97, 34, 62, 103]",0.44501109976356296
havanese_90,17,"[40.768, 57.608000000000004, 140.224, 113.792]","[78, 69, 68, 56]",0.23865077967490486
Persian_65,23,"[0.0, 29.344, 224.0, 165.76]","[77, 95, 71, 60]",0.11473128102592389
shiba_inu_82,31,"[62.496, 0.0, 123.648, 220.416]","[70, 0, 66, 70]",0.16951641638893097
havanese_62,16,"[11.648, 81.312, 206.976, 99.008]","[42, 100, 81, 60]",0.23716248487406952
yorkshire_terrier_55,36,"[46.144, 38.0, 177.856, 148.288]","[54, 77, 73, 77]",0.2131272870601588
British_Shorthair_275,9,"[24.26666666666667, 39.16, 174.16, 151.01333333333335]","[32, 69, 68, 59]",0.15254473205702854
leonberger_82,19,"[0.0, 38.0, 189.504, 148.736]","[57, 99, 112, 88]",0.34826194836666513
newfoundland_55,22,"[70.784, 69.256, 74.816, 107.072]","[69, 97, 65, 66]",0.5132909374275186
Siamese_42,32,"[0.0, 28.0, 157.696, 167.552]","[47, 35, 106, 107]",0.42925894046926627
american_bulldog_224,34,"[0.0, 42.824, 224.0, 142.464]","[0, 55, 61, 60]",0.11469062860993454
english_cocker_spaniel_47,19,"[63.879999999999995, 16.128, 109.312, 123.648]","[83, 65, 80, 36]",0.21307747974457067
Ragdoll_258,26,"[0.56, 38.04, 219.52, 147.84]","[85, 51, 83, 127]",0.3247998091861976
german_shorthaired_71,14,"[5.824, 47.992000000000004, 180.992, 139.776]","[43, 67, 143, 122]",0.6779255588942156
Maine_Coon_44,24,"[77.952, 52.68, 70.784, 107.968]","[86, 92, 42, 34]",0.1868521287132427
pomeranian_5,24,"[48.384, 46.856, 175.616, 139.328]","[63, 64, 72, 59]",0.17361291299445164
leonberger_93,19,"[87.808, 48.16, 89.60000000000001, 120.06400000000001]","[86, 43, 71, 87]",0.5023636067722101
saint_bernard_44,28,"[50.400000000000006, 22.400000000000002, 104.384, 195.328]","[95, 30, 61, 56]",0.16365395639188157
keeshond_54,18,"[54.6, 43.06666666666666, 91.0, 97.53333333333333]","[65, 65, 55, 58]",0.3594150210691564
shiba_inu_85,31,"[13.44, 55.056, 118.72, 108.864]","[95, 56, 55, 49]",0.13195932755003942
Abyssinian_67,0,"[14.688524590163935, 30.896174863387976, 197.6830601092896, 156.6775956284153]","[0, 30, 80, 58]",0.11697576786987053
staffordshire_bull_terrier_99,2,"[97.03200000000001, 108.864, 55.104, 113.792]","[105, 99, 53, 47]",0.2496725876825418
British_Shorthair_92,27,"[0.448, 37.0, 223.104, 148.736]","[69, 39, 112, 107]",0.36114228860364006
yorkshire_terrier_36,36,"[21.504, 28.0, 168.89600000000002, 168.0]","[54, 65, 92, 93]",0.30153805554051855
Bombay_57,7,"[43.46268656716418, 49.97014925373134, 138.7462686567164, 126.62686567164178]","[106, 86, 66, 47]",0.17656093661370073
Birman_60,6,"[42.56, 65.224, 162.624, 120.512]","[59, 83, 78, 68]",0.2706378797179261
havanese_92,16,"[23.296, 23.744, 177.856, 191.296]","[48, 61, 68, 59]",0.11791974043966656
american_bulldog_72,1,"[78.664, 39.424, 67.648, 155.904]","[86, 34, 61, 66]",0.3345924397697295
Persian_8,23,"[0.0, 38.0, 224.0, 138.43200000000002]","[60, 93, 67, 56]",0.12099803513638464
yorkshire_terrier_1,36,"[0.0, 40.584, 132.16, 145.6]","[47, 72, 76, 72]",0.2843705930873001
Russian_Blue_239,27,"[66.86666666666667, 48.53333333333334, 105.28, 153.81333333333333]","[66, 54, 71, 81]",0.349293904249954
samoyed_4,29,"[54.616, 7.6160000000000005, 116.928, 209.66400000000002]","[78, 44, 67, 53]",0.14484659282098733
samoyed_23,29,"[43.904, 55.775999999999996, 126.784, 139.776]","[61, 96, 67, 61]",0.2306256354726587
Russian_Blue_220,27,"[54.50666666666667, 37.0, 136.64000000000001, 127.68]","[92, 40, 91, 89]",0.46422729467110396
British_Shorthair_27,9,"[50.848, 53.76, 90.048, 143.36]","[88, 61, 64, 64]",0.24855797280147243
great_pyrenees_97,15,"[0.0, 39.688, 223.104, 146.94400000000002]","[81, 49, 80, 99]",0.2415827758520393
chihuahua_96,10,"[30.688, 0.0, 161.728, 224.0]","[31, 18, 146, 146]",0.5883997470179207
beagle_203,4,"[6.72, 71.944, 195.328, 93.632]","[108, 87, 77, 42]",0.17682807218734908
havanese_31,16,"[19.712, 38.344, 203.84, 146.94400000000002]","[51, 78, 98, 73]",0.23884033268560706
keeshond_68,18,"[8.512, 31.584, 167.552, 163.52]","[71, 58, 106, 122]",0.46589381152551046
British_Shorthair_71,9,"[40.768, 42.824, 161.28, 142.464]","[116, 63, 71, 62]",0.19158627320162866
havanese_68,16,"[44.800000000000004, 31.584, 176.064, 163.52]","[72, 93, 80, 73]",0.20284831489847846
Birman_2,6,"[1.344, 56.263999999999996, 209.216, 129.024]","[29, 63, 69, 63]",0.16103647068101865
Abyssinian_202,0,"[80.64, 38.45333333333333, 96.32000000000001, 144.85333333333335]","[76, 50, 68, 64]",0.2845795265631512
Birman_25,6,"[30.016000000000002, 37.448, 193.536, 148.736]","[63, 50, 103, 110]",0.3935972463052323
Bengal_71,5,"[39.872, 32.480000000000004, 184.12800000000001, 150.08]","[35, 77, 92, 68]",0.21185968420758247
american_pit_bull_terrier_193,2,"[36.21333333333333, 6.720000000000001, 158.29333333333335, 217.28]","[84, 35, 77, 104]",0.23283147386556255
Abyssinian_206,33,"[2.986666666666667, 13.973333333333333, 218.02666666666667, 200.10666666666668]","[0, 22, 63, 78]",0.10672308781098094
scottish_terrier_22,30,"[56.088, 39.424, 117.376, 158.144]","[92, 64, 64, 69]",0.23790142313872542
Abyssinian_69,0,"[62.536, 25.984, 93.184, 169.792]","[94, 43, 64, 74]",0.28562248674124513
newfoundland_68,22,"[45.168, 44.800000000000004, 99.456, 121.408]","[66, 100, 66, 59]",0.32249104077154944
saint_bernard_34,28,"[43.272, 50.624, 133.504, 137.088]","[84, 62, 52, 60]",0.17047506922231984
shiba_inu_98,21,"[104.384, 57.120000000000005, 86.464, 137.984]","[119, 59, 47, 42]",0.1654562186980303
Russian_Blue_75,27,"[6.272, 61.848, 125.44, 120.96000000000001]","[57, 92, 70, 68]",0.31371055366591083
beagle_29,21,"[65.408, 38.448, 130.816, 146.496]","[69, 63, 90, 60]",0.2817780294850125
samoyed_19,29,"[48.832, 62.944, 112.0, 133.056]","[90, 74, 62, 56]",0.23298460798460796
german_shorthaired_93,14,"[86.464, 53.128, 48.832, 128.12800000000001]","[91, 61, 56, 44]",0.28781805532510696
keeshond_4,18,"[22.400000000000002, 36.448, 201.6, 149.632]","[60, 89, 88, 48]",0.1400260703083629
pug_81,25,"[70.784, 49.472, 64.96000000000001, 112.0]","[70, 60, 65, 64]",0.5610148168856582
american_pit_bull_terrier_41,33,"[26.88, 13.032, 131.712, 199.36]","[122, 26, 42, 67]",0.09209704912950135
Ragdoll_5,26,"[61.64, 34.09777777777778, 123.69777777777777, 189.9022222222222]","[76, 64, 73, 68]",0.21131962354811998
scottish_terrier_80,30,"[0.0, 44.128, 175.168, 147.84]","[97, 61, 75, 70]",0.20272745956089946
Persian_62,20,"[30.464000000000002, 41.512, 178.752, 148.736]","[116, 67, 80, 70]",0.21063038404962492
havanese_9,16,"[38.344, 21.504, 145.6, 189.504]","[83, 46, 69, 59]",0.14754392960130044
beagle_38,4,"[30.912, 35.064, 192.192, 161.28]","[41, 42, 86, 68]",0.18866508821865963
keeshond_34,18,"[30.688, 0.0, 165.312, 223.104]","[118, 34, 70, 80]",0.15183653701138272
english_cocker_spaniel_74,12,"[45.696, 89.376, 86.912, 93.632]","[91, 87, 44, 38]",0.1779937814986693
wheaten_terrier_7,12,"[55.984, 21.504, 120.96000000000001, 165.76]","[48, 26, 68, 66]",0.19249663862174626
german_shorthaired_75,14,"[40.32, 60.744, 125.888, 125.888]","[67, 76, 81, 71]",0.3628897485622584
havanese_89,16,"[37.0, 25.984, 144.704, 165.76]","[72, 54, 71, 68]",0.2012829491682875
miniature_pinscher_50,21,"[0.448, 43.256, 179.648, 169.792]","[60, 89, 84, 70]",0.19276923127537357
basset_hound_62,3,"[86.912, 47.856, 86.912, 138.88]","[98, 106, 82, 59]",0.359768059030985
japanese_chin_7,17,"[16.79559118236473, 10.773547094188377, 191.2304609218437, 213.2264529058116]","[78, 41, 72, 60]",0.10594625081314958
samoyed_42,29,"[64.512, 57.608000000000004, 94.976, 126.336]","[72, 68, 63, 63]",0.3307806541047772
Persian_77,26,"[4.48, 28.0, 155.904, 167.104]","[103, 49, 61, 67]",0.14621821003244667
basset_hound_78,3,"[32.888, 8.064, 168.448, 204.288]","[42, 40, 117, 63]",0.2141991265772476
basset_hound_79,3,"[23.744, 71.456, 182.336, 94.08]","[138, 95, 59, 48]",0.16509104519308598
samoyed_57,29,"[74.632, 47.04, 99.456, 163.968]","[91, 66, 65, 57]",0.22719466261803792
Egyptian_Mau_47,27,"[37.896, 0.0, 136.64000000000001, 161.728]","[70, 0, 87, 97]",0.3818808826037112
British_Shorthair_62,9,"[5.824, 45.96, 169.344, 139.776]","[59, 70, 106, 83]",0.3716905638807212
american_pit_bull_terrier_93,14,"[50.888, 60.480000000000004, 109.76, 111.552]","[49, 97, 73, 54]",0.3110383325070184
Maine_Coon_83,20,"[37.0, 9.856, 144.256, 213.696]","[58, 62, 91, 73]",0.21549340015607013
english_setter_68,13,"[60.032000000000004, 76.872, 160.832, 60.928000000000004]","[63, 70, 121, 62]",0.6274749526711926
american_pit_bull_terrier_56,1,"[57.344, 85.384, 57.792, 97.21600000000001]","[66, 99, 32, 71]",0.4043922788277244
Bengal_75,5,"[81.72800000000001, 43.456, 106.176, 175.168]","[70, 83, 111, 84]",0.4258035949092159
newfoundland_41,22,"[25.536, 64.776, 128.576, 120.96000000000001]","[81, 91, 58, 77]",0.28715542788931286
pug_35,25,"[79.296, 44.856, 84.672, 139.776]","[77, 39, 65, 71]",0.3303422817135354
Bengal_93,5,"[3.136, 61.152, 180.992, 133.952]","[90, 94, 76, 60]",0.1880859093861062
yorkshire_terrier_72,36,"[8.96, 34.24, 176.96, 157.248]","[95, 51, 77, 82]",0.22690514185767352
pomeranian_43,24,"[41.44, 24.192, 142.016, 189.056]","[54, 78, 75, 61]",0.1703975543545419
english_setter_97,12,"[61.296, 117.824, 79.744, 64.512]","[66, 102, 64, 60]",0.4591815691403376
yorkshire_terrier_84,36,"[103.488, 28.448, 77.504, 150.528]","[104, 32, 72, 80]",0.49372040310756843
Bengal_63,5,"[0.448, 35.616, 223.552, 160.38400000000001]","[42, 34, 110, 123]",0.3705669453526307
english_setter_91,13,"[62.72, 32.480000000000004, 65.408, 159.936]","[74, 46, 131, 118]",0.32700733702120566
newfoundland_92,22,"[78.4, 35.616, 59.584, 126.784]","[67, 99, 62, 52]",0.3229616295896372
beagle_65,4,"[35.392, 76.424, 124.096, 109.76]","[114, 87, 45, 58]",0.19161902493996935
Maine_Coon_98,23,"[28.896, 2.24, 163.52, 207.872]","[57, 34, 111, 91]",0.297164891250253
english_cocker_spaniel_36,12,"[43.456, 62.088, 107.52, 105.72800000000001]","[87, 53, 67, 73]",0.33597539215015104
Siamese_57,32,"[66.752, 64.68, 66.752, 109.76]","[69, 60, 69, 70]",0.5304347328648205
Bombay_59,7,"[0.0, 28.0, 224.0, 167.552]","[19, 46, 187, 147]",0.732421875
Birman_50,32,"[49.728, 30.240000000000002, 144.256, 162.17600000000002]","[39, 46, 97, 81]",0.2880020290231968
english_cocker_spaniel_95,12,"[17.272, 0.0, 190.848, 222.656]","[39, 116, 38, 37]",0.03308745051992514
leonberger_90,19,"[39.896, 75.264, 140.224, 148.736]","[70, 80, 77, 80]",0.2953535960363591
english_cocker_spaniel_192,12,"[32.480000000000004, 33.6, 153.216, 183.68]","[59, 44, 61, 55]",0.1192138005983309
Abyssinian_68,0,"[37.896, 11.648, 137.088, 211.904]","[64, 40, 98, 82]",0.2766313096767954
german_shorthaired_197,14,"[41.928, 70.336, 103.04, 124.096]","[54, 79, 39, 70]",0.21350055777294435
Ragdoll_24,6,"[42.112, 37.0, 181.888, 147.84]","[57, 123, 89, 56]",0.1853454939969718
British_Shorthair_276,9,"[40.04526748971193, 11.061728395061728, 151.1769547325103, 207.40740740740742]","[48, 46, 75, 57]",0.13634093357236185
Egyptian_Mau_5,11,"[10.95111111111111, 30.95111111111111, 163.2711111111111, 158.29333333333332]","[107, 42, 74, 73]",0.18630653841195668
american_bulldog_59,8,"[21.952, 29.344, 140.672, 133.504]","[100, 66, 57, 58]",0.1760357638492066
american_pit_bull_terrier_62,1,"[75.264, 75.52799999999999, 148.288, 110.208]","[82, 67, 65, 54]",0.17492497514877917
american_bulldog_207,1,"[43.904, 64.328, 104.83200000000001, 103.04]","[78, 67, 74, 65]",0.417452281455563
Ragdoll_64,26,"[1.344, 66.12, 220.416, 94.976]","[97, 72, 70, 63]",0.21065976616428903
Ragdoll_58,26,"[0.0, 56.712, 221.312, 119.168]","[113, 72, 79, 90]",0.26959075015732753
newfoundland_1,22,"[37.896, 1.344, 147.392, 222.656]","[61, 125, 66, 67]",0.1347443065127319
Maine_Coon_272,20,"[32.85333333333333, 23.893333333333334, 155.68, 200.10666666666668]","[41, 59, 75, 65]",0.15648771152130989
Bengal_35,5,"[69.44, 49.504000000000005, 129.472, 124.096]","[81, 64, 96, 66]",0.3943497127030893
german_shorthaired_43,14,"[56.0, 60.456, 100.352, 146.496]","[88, 62, 69, 80]",0.3706471603534141
english_cocker_spaniel_63,13,"[31.808, 49.448, 188.608, 115.136]","[170, 109, 10, 7]",0.0032234934557203196
pug_198,25,"[37.333333333333336, 32.480000000000004, 126.18666666666667, 163.52]","[93, 73, 61, 65]",0.19215816595342033
yorkshire_terrier_83,36,"[41.928, 172.928, 144.256, 51.072]","[57, 54, 78, 83]",0.0
american_bulldog_32,33,"[44.576, 0.0, 123.2, 198.912]","[34, 37, 68, 61]",0.13927282623534665
english_cocker_spaniel_92,12,"[76.832, 57.344, 90.496, 138.43200000000002]","[88, 74, 90, 112]",0.6474430829886743
american_bulldog_63,1,"[68.096, 63.84, 92.288, 67.648]","[75, 63, 58, 60]",0.5453558351017082
great_pyrenees_48,15,"[45.744, 28.672, 119.616, 191.296]","[87, 28, 70, 66]",0.1994391203366122
Ragdoll_59,26,"[0.448, 37.0, 180.992, 148.736]","[68, 92, 88, 74]",0.2419016970082797
english_cocker_spaniel_82,12,"[23.448, 0.0, 173.376, 207.872]","[138, 61, 52, 77]",0.11109873020646376
chihuahua_56,10,"[46.856, 34.944, 86.912, 169.792]","[72, 33, 61, 58]",0.22986826366709814
leonberger_89,19,"[40.344, 67.648, 125.888, 156.352]","[53, 79, 106, 110]",0.5923941696818629
shiba_inu_24,31,"[36.336, 25.536, 161.728, 168.448]","[33, 33, 58, 56]",0.11160158681025711
Persian_43,23,"[0.0, 49.448, 222.656, 125.44]","[110, 63, 68, 54]",0.13147168360014314
chihuahua_198,10,"[2.986666666666667, 39.946666666666665, 161.28, 156.8]","[47, 47, 98, 57]",0.2208891369047619
Bengal_90,5,"[0.0, 44.168, 203.84, 139.776]","[33, 40, 87, 66]",0.18643101040365898
newfoundland_70,22,"[32.704, 28.0, 191.296, 168.0]","[79, 121, 70, 72]",0.156825025092004
Russian_Blue_43,32,"[30.912, 53.088, 160.38400000000001, 116.928]","[33, 66, 60, 71]",0.2271590465313461
miniature_pinscher_3,21,"[35.84, 28.0, 188.16, 167.552]","[45, 53, 101, 76]",0.24347705803100464
scottish_terrier_53,30,"[86.464, 57.120000000000005, 97.21600000000001, 138.43200000000002]","[100, 80, 68, 54]",0.27285281031118536
great_pyrenees_35,15,"[7.168, 24.688, 216.832, 172.48]","[88, 29, 73, 67]",0.1307782566512169
english_setter_84,13,"[73.736, 51.072, 86.016, 164.416]","[96, 87, 64, 93]",0.41854846506555793
Abyssinian_219,11,"[48.44, 4.48, 128.42666666666668, 209.81333333333333]","[104, 33, 78, 59]",0.15777508226395615
great_pyrenees_59,15,"[39.872, 48.647999999999996, 161.728, 137.088]","[75, 57, 75, 69]",0.2334133532221753
american_pit_bull_terrier_68,2,"[55.552, 38.792, 132.16, 145.6]","[94, 46, 64, 66]",0.21951414203230185
Siamese_95,32,"[84.224, 87.136, 130.368, 94.08]","[70, 75, 61, 57]",0.15381420887728733
samoyed_79,29,"[18.816, 56.64, 181.888, 102.592]","[115, 67, 61, 61]",0.19940779266026973
german_shorthaired_196,14,"[60.928000000000004, 63.432, 135.296, 122.304]","[69, 62, 124, 101]",0.7382105992122702
staffordshire_bull_terrier_68,2,"[0.0, 47.304, 166.656, 134.848]","[62, 42, 73, 62]",0.18104689012093808
miniature_pinscher_43,10,"[79.744, 74.592, 53.312, 92.288]","[76, 64, 71, 66]",0.44405385079188625
shiba_inu_87,31,"[70.56, 24.64, 97.664, 183.232]","[65, 34, 60, 61]",0.18212020903747106
chihuahua_36,10,"[0.0, 38.0, 212.8, 148.288]","[101, 41, 89, 81]",0.22845327807542157
shiba_inu_209,31,"[0.448, 28.896, 221.76, 166.208]","[97, 55, 86, 103]",0.24032587898346466
newfoundland_73,22,"[54.656, 51.744, 168.448, 143.808]","[94, 101, 63, 76]",0.1976538309945175
staffordshire_bull_terrier_52,8,"[0.0, 37.0, 108.416, 149.184]","[25, 38, 63, 65]",0.253185178611315
american_pit_bull_terrier_98,2,"[79.112, 30.016000000000002, 74.816, 168.448]","[80, 26, 58, 56]",0.2349004023889441
British_Shorthair_39,9,"[0.0, 15.824, 178.752, 198.016]","[55, 55, 60, 57]",0.09662175309684314
american_bulldog_2,1,"[64.96000000000001, 41.928, 104.83200000000001, 143.808]","[71, 67, 62, 56]",0.2303046987626427
Persian_52,23,"[6.272, 28.0, 217.728, 165.312]","[66, 45, 64, 65]",0.11557786485734177
Siamese_98,32,"[6.0, 0.0, 211.008, 224.0]","[50, 25, 104, 126]",0.27724067333939945
Bombay_213,7,"[17.946666666666665, 0.7466666666666667, 195.62666666666667, 223.25333333333333]","[34, 30, 85, 137]",0.2666327463578809
Bombay_75,7,"[15.318518518518518, 1.6592592592592592, 189.98518518518517, 222.34074074074073]","[133, 36, 62, 65]",0.0954039291957577
saint_bernard_85,28,"[37.0, 75.264, 30.464000000000002, 76.608]","[76, 50, 62, 68]",0.0
Sphynx_8,33,"[10.752, 45.088, 204.73600000000002, 135.296]","[47, 76, 75, 53]",0.1435020026621079
Russian_Blue_54,27,"[6.72, 38.792, 188.608, 132.16]","[108, 46, 69, 95]",0.2629738449286877
pomeranian_81,24,"[7.6160000000000005, 5.376, 213.696, 215.488]","[64, 89, 95, 68]",0.14028558081792583
Bengal_91,5,"[0.0, 55.368, 186.816, 129.92000000000002]","[109, 98, 79, 68]",0.21729487376531717
english_cocker_spaniel_21,12,"[4.032, 45.92, 170.68800000000002, 127.232]","[93, 37, 67, 84]",0.2254289335099788
keeshond_50,18,"[35.336, 19.712, 146.94400000000002, 192.64000000000001]","[96, 64, 86, 48]",0.1458281483325037
Ragdoll_63,26,"[0.0, 37.0, 224.0, 134.4]","[47, 86, 75, 67]",0.16691246811224486
havanese_194,16,"[0.896, 10.304, 220.416, 213.696]","[56, 61, 105, 69]",0.15381506735805228
newfoundland_25,19,"[37.0, 45.696, 139.776, 178.304]","[104, 104, 61, 56]",0.13706424176744528
Bengal_8,0,"[112.44800000000001, 37.0, 97.21600000000001, 147.84]","[103, 32, 66, 65]",0.22221853377388484
english_setter_64,13,"[73.92, 60.744, 103.488, 76.16]","[71, 35, 70, 59]",0.22807999514479016
scottish_terrier_84,30,"[32.120000000000005, 0.0, 186.816, 224.0]","[124, 32, 81, 67]",0.12968738529584495
British_Shorthair_258,7,"[55.25333333333334, 36.96, 120.96000000000001, 115.73333333333333]","[97, 81, 68, 56]",0.2720174091141833
Persian_78,26,"[4.48, 31.48, 212.352, 163.52]","[104, 69, 54, 68]",0.10574879769837534
american_bulldog_33,1,"[78.21600000000001, 18.368000000000002, 94.08, 159.936]","[95, 0, 53, 74]",0.18404768642886787
saint_bernard_80,28,"[116.032, 76.872, 99.904, 104.384]","[105, 69, 55, 58]",0.19309270051380878
newfoundland_3,19,"[37.448, 41.216, 148.288, 182.784]","[124, 114, 62, 69]",0.15705494630798672
Russian_Blue_95,27,"[35.44, 29.568, 164.416, 194.43200000000002]","[44, 27, 114, 103]",0.35490007224352926
wheaten_terrier_38,12,"[112.88, 81.536, 36.736000000000004, 71.232]","[108, 67, 50, 42]",0.27210228121243857
leonberger_67,19,"[77.27199999999999, 72.128, 63.168, 107.968]","[75, 95, 72, 74]",0.6254516322884924
Birman_30,6,"[22.0, 40.32, 154.56, 183.68]","[71, 68, 70, 63]",0.15533867974549312
Siamese_40,32,"[40.136, 16.576, 145.15200000000002, 206.976]","[50, 33, 96, 100]",0.3195421987938995
keeshond_65,18,"[69.44, 38.896, 154.56, 147.392]","[81, 67, 106, 69]",0.3210583245456237
boxer_6,8,"[52.864000000000004, 44.616, 92.288, 126.784]","[58, 32, 64, 61]",0.24756633451516782
pomeranian_44,24,"[42.56, 31.584, 181.44, 164.416]","[76, 90, 89, 61]",0.18198798908502753
Maine_Coon_6,26,"[60.621818181818185, 16.290909090909093, 105.07636363636364, 193.8618181818182]","[55, 60, 44, 59]",0.10937661466951429
Siamese_231,26,"[40.32, 33.973333333333336, 180.69333333333333, 160.53333333333333]","[65, 93, 75, 72]",0.18616001561108783
miniature_pinscher_2,21,"[8.96, 39.480000000000004, 194.43200000000002, 146.496]","[142, 41, 61, 71]",0.15205288809706438
yorkshire_terrier_20,36,"[26.432000000000002, 28.896, 197.568, 167.104]","[90, 136, 93, 56]",0.15774933106141725
japanese_chin_45,17,"[62.904, 37.184, 94.528, 169.792]","[70, 73, 65, 57]",0.23083970947543195
shiba_inu_48,31,"[69.664, 29.568, 68.992, 157.696]","[75, 33, 62, 64]",0.36471384598703704
yorkshire_terrier_52,36,"[10.752, 40.096000000000004, 203.392, 128.12800000000001]","[99, 46, 81, 78]",0.24243856658602564
Abyssinian_79,0,"[44.24, 40.88, 179.76000000000002, 155.12]","[76, 37, 49, 99]",0.16601832484857285
boxer_199,8,"[46.592, 28.0, 175.616, 137.088]","[67, 34, 98, 82]",0.33379237111511273
miniature_pinscher_192,10,"[47.04, 29.493333333333332, 176.96, 164.26666666666668]","[66, 56, 113, 76]",0.29543876670345925
yorkshire_terrier_80,36,"[12.992, 42.336, 168.0, 123.648]","[97, 43, 86, 85]",0.3408840452217638
Maine_Coon_60,20,"[0.0, 40.096000000000004, 177.856, 151.424]","[89, 70, 63, 59]",0.13801596491330798
Birman_38,32,"[41.216, 28.896, 182.784, 158.144]","[34, 40, 56, 76]",0.12587449431397807
staffordshire_bull_terrier_33,33,"[38.08, 66.52799999999999, 181.44, 129.472]","[83, 97, 67, 58]",0.16542224188150204
Sphynx_23,33,"[70.93333333333334, 38.266666666666666, 152.13333333333333, 157.73333333333335]","[71, 88, 87, 85]",0.3081699699882131
leonberger_58,19,"[67.464, 35.392, 95.872, 177.856]","[71, 47, 78, 139]",0.6358418292279835
english_setter_73,12,"[39.872, 84.488, 132.16, 99.904]","[102, 78, 63, 72]",0.3032059084937808
