index,pred_class,true_bbox,cam_bboxes,vggnet_iou
wheaten_terrier_73,35,"[27.328, 37.0, 134.4, 95.424]","[105, 55, 54, 69]",0.2905266419948261
havanese_90,16,"[40.768, 57.608000000000004, 140.224, 113.792]","[69, 65, 87, 84]",0.45799892275845716
Persian_65,24,"[0.0, 29.344, 224.0, 165.76]","[94, 58, 96, 98]",0.2533783783783784
shiba_inu_82,31,"[62.496, 0.0, 123.648, 220.416]","[63, 0, 88, 65]",0.20987746791010503
havanese_62,16,"[11.648, 81.312, 206.976, 99.008]","[38, 101, 118, 58]",0.3339794334317144
yorkshire_terrier_55,36,"[46.144, 38.0, 177.856, 148.288]","[51, 67, 99, 83]",0.311557893217101
British_Shorthair_275,9,"[24.26666666666667, 39.16, 174.16, 151.01333333333335]","[52, 64, 48, 71]",0.12957937359181287
leonberger_82,19,"[0.0, 38.0, 189.504, 148.736]","[105, 48, 69, 77]",0.18849738810866568
newfoundland_55,22,"[70.784, 69.256, 74.816, 107.072]","[76, 75, 63, 78]",0.6134296335601361
Siamese_42,32,"[0.0, 28.0, 157.696, 167.552]","[50, 42, 85, 92]",0.29596234477778716
american_bulldog_224,1,"[0.0, 42.824, 224.0, 142.464]","[123, 100, 79, 69]",0.17081382965922218
english_cocker_spaniel_47,12,"[63.879999999999995, 16.128, 109.312, 123.648]","[95, 21, 67, 42]",0.20819445416709095
Ragdoll_258,26,"[0.56, 38.04, 219.52, 147.84]","[80, 46, 116, 106]",0.37887662022137236
german_shorthaired_71,14,"[5.824, 47.992000000000004, 180.992, 139.776]","[38, 112, 138, 77]",0.4105480898134998
Maine_Coon_44,24,"[77.952, 52.68, 70.784, 107.968]","[90, 66, 57, 60]",0.44750299733843835
pomeranian_5,24,"[48.384, 46.856, 175.616, 139.328]","[63, 62, 73, 56]",0.16707382022629905
leonberger_93,19,"[87.808, 48.16, 89.60000000000001, 120.06400000000001]","[86, 50, 66, 61]",0.3602966442174428
saint_bernard_44,28,"[50.400000000000006, 22.400000000000002, 104.384, 195.328]","[91, 26, 66, 61]",0.18957163686602024
keeshond_54,18,"[54.6, 43.06666666666666, 91.0, 97.53333333333333]","[70, 56, 76, 64]",0.5435712306298074
shiba_inu_85,31,"[13.44, 55.056, 118.72, 108.864]","[87, 44, 64, 58]",0.14604167414329716
Abyssinian_67,0,"[14.688524590163935, 30.896174863387976, 197.6830601092896, 156.6775956284153]","[18, 24, 59, 60]",0.09984663801708796
staffordshire_bull_terrier_99,14,"[97.03200000000001, 108.864, 55.104, 113.792]","[97, 96, 56, 29]",0.12692764605906315
British_Shorthair_92,9,"[0.448, 37.0, 223.104, 148.736]","[90, 80, 74, 66]",0.14718115299901352
yorkshire_terrier_36,36,"[21.504, 28.0, 168.89600000000002, 168.0]","[59, 61, 103, 88]",0.3194414370522744
Bombay_57,7,"[43.46268656716418, 49.97014925373134, 138.7462686567164, 126.62686567164178]","[116, 74, 61, 57]",0.19790534384456399
Birman_60,6,"[42.56, 65.224, 162.624, 120.512]","[69, 72, 80, 75]",0.3061514476447128
havanese_92,16,"[23.296, 23.744, 177.856, 191.296]","[41, 40, 96, 64]",0.18058297239813345
american_bulldog_72,1,"[78.664, 39.424, 67.648, 155.904]","[90, 36, 60, 73]",0.35589929750823285
Persian_8,23,"[0.0, 38.0, 224.0, 138.43200000000002]","[51, 89, 80, 62]",0.1599547586024701
yorkshire_terrier_1,36,"[0.0, 40.584, 132.16, 145.6]","[40, 63, 88, 87]",0.3978693824335471
Russian_Blue_239,27,"[66.86666666666667, 48.53333333333334, 105.28, 153.81333333333333]","[67, 41, 68, 79]",0.2909021068438233
samoyed_4,29,"[54.616, 7.6160000000000005, 116.928, 209.66400000000002]","[77, 31, 75, 67]",0.2049715936146047
samoyed_23,29,"[43.904, 55.775999999999996, 126.784, 139.776]","[62, 75, 71, 72]",0.288465438839303
Russian_Blue_220,27,"[54.50666666666667, 37.0, 136.64000000000001, 127.68]","[110, 65, 73, 77]",0.32219059431365293
British_Shorthair_27,9,"[50.848, 53.76, 90.048, 143.36]","[90, 71, 62, 58]",0.2178041589547025
great_pyrenees_97,15,"[0.0, 39.688, 223.104, 146.94400000000002]","[91, 53, 76, 83]",0.1924121401609424
chihuahua_96,10,"[30.688, 0.0, 161.728, 224.0]","[106, 57, 73, 73]",0.1470999367544802
beagle_203,4,"[6.72, 71.944, 195.328, 93.632]","[97, 90, 93, 62]",0.315272314233845
havanese_31,16,"[19.712, 38.344, 203.84, 146.94400000000002]","[31, 64, 117, 92]",0.359362222676527
keeshond_68,18,"[8.512, 31.584, 167.552, 163.52]","[73, 72, 72, 64]",0.16818682641176022
British_Shorthair_71,9,"[40.768, 42.824, 161.28, 142.464]","[123, 70, 66, 62]",0.17809428213109144
havanese_68,16,"[44.800000000000004, 31.584, 176.064, 163.52]","[76, 60, 148, 102]",0.5075987785811639
Birman_2,6,"[1.344, 56.263999999999996, 209.216, 129.024]","[45, 54, 73, 66]",0.1713134162624536
Abyssinian_202,0,"[80.64, 38.45333333333333, 96.32000000000001, 144.85333333333335]","[74, 40, 81, 78]",0.4008294825976429
Birman_25,6,"[30.016000000000002, 37.448, 193.536, 148.736]","[66, 41, 91, 68]",0.21496732216564673
Bengal_71,5,"[39.872, 32.480000000000004, 184.12800000000001, 150.08]","[45, 77, 86, 58]",0.18050273546612236
american_pit_bull_terrier_193,2,"[36.21333333333333, 6.720000000000001, 158.29333333333335, 217.28]","[76, 34, 103, 97]",0.29048692000385057
Abyssinian_206,5,"[2.986666666666667, 13.973333333333333, 218.02666666666667, 200.10666666666668]","[55, 130, 94, 56]",0.12065482884014368
scottish_terrier_22,30,"[56.088, 39.424, 117.376, 158.144]","[95, 61, 67, 118]",0.42591681416095184
Abyssinian_69,0,"[62.536, 25.984, 93.184, 169.792]","[98, 38, 63, 80]",0.284259749317493
newfoundland_68,22,"[45.168, 44.800000000000004, 99.456, 121.408]","[68, 70, 65, 68]",0.36605300467648905
saint_bernard_34,28,"[43.272, 50.624, 133.504, 137.088]","[88, 54, 65, 65]",0.2308516562385581
shiba_inu_98,31,"[104.384, 57.120000000000005, 86.464, 137.984]","[128, 65, 60, 61]",0.3067729282851018
Russian_Blue_75,27,"[6.272, 61.848, 125.44, 120.96000000000001]","[56, 69, 79, 66]",0.3246859774107085
beagle_29,10,"[65.408, 38.448, 130.816, 146.496]","[62, 63, 65, 59]",0.18765352944809152
samoyed_19,29,"[48.832, 62.944, 112.0, 133.056]","[90, 65, 64, 65]",0.2791520648663506
german_shorthaired_93,14,"[86.464, 53.128, 48.832, 128.12800000000001]","[94, 65, 52, 66]",0.39141944675745155
keeshond_4,18,"[22.400000000000002, 36.448, 201.6, 149.632]","[69, 77, 74, 56]",0.13737406140100752
pug_81,28,"[70.784, 49.472, 64.96000000000001, 112.0]","[77, 40, 73, 85]",0.49059735260873183
american_pit_bull_terrier_41,2,"[26.88, 13.032, 131.712, 199.36]","[85, 62, 59, 76]",0.1707663259066525
Ragdoll_5,26,"[61.64, 34.09777777777778, 123.69777777777777, 189.9022222222222]","[68, 56, 85, 60]",0.21710920227546573
scottish_terrier_80,30,"[0.0, 44.128, 175.168, 147.84]","[99, 70, 76, 68]",0.1995610497163292
Persian_62,23,"[30.464000000000002, 41.512, 178.752, 148.736]","[122, 59, 69, 60]",0.1557160339224013
havanese_9,16,"[38.344, 21.504, 145.6, 189.504]","[86, 38, 80, 60]",0.1739648396183351
beagle_38,4,"[30.912, 35.064, 192.192, 161.28]","[46, 35, 90, 147]",0.42655418350557445
keeshond_34,24,"[30.688, 0.0, 165.312, 223.104]","[74, 59, 90, 63]",0.153734493724025
english_cocker_spaniel_74,12,"[45.696, 89.376, 86.912, 93.632]","[82, 87, 57, 47]",0.26387268224973265
wheaten_terrier_7,24,"[55.984, 21.504, 120.96000000000001, 165.76]","[53, 34, 66, 58]",0.18072765760632473
german_shorthaired_75,14,"[40.32, 60.744, 125.888, 125.888]","[77, 97, 89, 70]",0.3931147858707824
havanese_89,16,"[37.0, 25.984, 144.704, 165.76]","[73, 36, 91, 79]",0.29971481391276283
miniature_pinscher_50,21,"[0.448, 43.256, 179.648, 169.792]","[80, 80, 81, 86]",0.22837252807215178
basset_hound_62,3,"[86.912, 47.856, 86.912, 138.88]","[94, 94, 79, 73]",0.4777827872294578
japanese_chin_7,17,"[16.79559118236473, 10.773547094188377, 191.2304609218437, 213.2264529058116]","[81, 37, 78, 66]",0.12625261555233658
samoyed_42,29,"[64.512, 57.608000000000004, 94.976, 126.336]","[75, 62, 64, 62]",0.3306973130480615
Persian_77,26,"[4.48, 28.0, 155.904, 167.104]","[66, 36, 99, 141]",0.49837565268888073
basset_hound_78,3,"[32.888, 8.064, 168.448, 204.288]","[31, 28, 122, 87]",0.3022239511421358
basset_hound_79,3,"[23.744, 71.456, 182.336, 94.08]","[140, 89, 63, 49]",0.17995623464373464
samoyed_57,29,"[74.632, 47.04, 99.456, 163.968]","[91, 60, 68, 54]",0.22517106643277604
Egyptian_Mau_47,32,"[37.896, 0.0, 136.64000000000001, 161.728]","[67, 0, 52, 63]",0.14824526263890958
British_Shorthair_62,9,"[5.824, 45.96, 169.344, 139.776]","[59, 88, 107, 66]",0.29834948421523677
american_pit_bull_terrier_93,12,"[50.888, 60.480000000000004, 109.76, 111.552]","[62, 74, 62, 57]",0.2886324034162472
Maine_Coon_83,20,"[37.0, 9.856, 144.256, 213.696]","[42, 54, 135, 76]",0.33282587469536046
english_setter_68,13,"[60.032000000000004, 76.872, 160.832, 60.928000000000004]","[104, 85, 70, 55]",0.371338902246587
american_pit_bull_terrier_56,4,"[57.344, 85.384, 57.792, 97.21600000000001]","[68, 72, 62, 58]",0.2957298289977567
Bengal_75,5,"[81.72800000000001, 43.456, 106.176, 175.168]","[72, 72, 86, 71]",0.2807413862609962
newfoundland_41,22,"[25.536, 64.776, 128.576, 120.96000000000001]","[77, 71, 63, 67]",0.2714023871743819
pug_35,1,"[79.296, 44.856, 84.672, 139.776]","[103, 96, 58, 50]",0.2450335610943604
Bengal_93,5,"[3.136, 61.152, 180.992, 133.952]","[27, 86, 108, 113]",0.47773071131991546
yorkshire_terrier_72,36,"[8.96, 34.24, 176.96, 157.248]","[94, 61, 83, 72]",0.21475849346554593
pomeranian_43,24,"[41.44, 24.192, 142.016, 189.056]","[55, 75, 78, 65]",0.18883401105519726
english_setter_97,12,"[61.296, 117.824, 79.744, 64.512]","[65, 115, 64, 62]",0.711199121908971
yorkshire_terrier_84,36,"[103.488, 28.448, 77.504, 150.528]","[110, 35, 73, 76]",0.45649653983604466
Bengal_63,5,"[0.448, 35.616, 223.552, 160.38400000000001]","[34, 57, 117, 167]",0.41561287638098354
english_setter_91,13,"[62.72, 32.480000000000004, 65.408, 159.936]","[67, 59, 126, 122]",0.4058460980146889
newfoundland_92,22,"[78.4, 35.616, 59.584, 126.784]","[84, 64, 64, 64]",0.4215790496953486
beagle_65,4,"[35.392, 76.424, 124.096, 109.76]","[79, 77, 81, 60]",0.35375461124521235
Maine_Coon_98,26,"[28.896, 2.24, 163.52, 207.872]","[98, 68, 71, 71]",0.1483029617654218
english_cocker_spaniel_36,12,"[43.456, 62.088, 107.52, 105.72800000000001]","[84, 63, 73, 67]",0.3812087370581807
Siamese_57,32,"[66.752, 64.68, 66.752, 109.76]","[70, 60, 73, 67]",0.479117055665214
Bombay_59,7,"[0.0, 28.0, 224.0, 167.552]","[69, 85, 130, 95]",0.32905562793299137
Birman_50,6,"[49.728, 30.240000000000002, 144.256, 162.17600000000002]","[60, 63, 96, 84]",0.34469108325530545
english_cocker_spaniel_95,12,"[17.272, 0.0, 190.848, 222.656]","[149, 54, 75, 109]",0.145713317490061
leonberger_90,19,"[39.896, 75.264, 140.224, 148.736]","[76, 89, 75, 61]",0.2193575814718089
english_cocker_spaniel_192,12,"[32.480000000000004, 33.6, 153.216, 183.68]","[54, 37, 67, 64]",0.1523662524487758
Abyssinian_68,0,"[37.896, 11.648, 137.088, 211.904]","[40, 0, 117, 119]",0.4129966897953211
german_shorthaired_197,14,"[41.928, 70.336, 103.04, 124.096]","[61, 85, 33, 55]",0.1419426785193751
Ragdoll_24,6,"[42.112, 37.0, 181.888, 147.84]","[64, 46, 94, 104]",0.3635508726553765
British_Shorthair_276,9,"[40.04526748971193, 11.061728395061728, 151.1769547325103, 207.40740740740742]","[62, 64, 71, 55]",0.12454066563744398
Egyptian_Mau_5,11,"[10.95111111111111, 30.95111111111111, 163.2711111111111, 158.29333333333332]","[32, 88, 125, 75]",0.3627432197982017
american_bulldog_59,8,"[21.952, 29.344, 140.672, 133.504]","[66, 72, 80, 55]",0.23428837293905297
american_pit_bull_terrier_62,1,"[75.264, 75.52799999999999, 148.288, 110.208]","[89, 88, 59, 53]",0.19134131413047126
american_bulldog_207,1,"[43.904, 64.328, 104.83200000000001, 103.04]","[71, 65, 78, 74]",0.5315809933680012
Ragdoll_64,26,"[1.344, 66.12, 220.416, 94.976]","[94, 74, 87, 68]",0.28259935977957684
Ragdoll_58,26,"[0.0, 56.712, 221.312, 119.168]","[100, 66, 87, 82]",0.2705007611283228
newfoundland_1,22,"[37.896, 1.344, 147.392, 222.656]","[67, 83, 96, 81]",0.23694521199525173
Maine_Coon_272,20,"[32.85333333333333, 23.893333333333334, 155.68, 200.10666666666668]","[38, 34, 83, 88]",0.23445871691315845
Bengal_35,5,"[69.44, 49.504000000000005, 129.472, 124.096]","[66, 57, 86, 69]",0.34939457390265977
german_shorthaired_43,14,"[56.0, 60.456, 100.352, 146.496]","[69, 70, 89, 70]",0.41269051569087206
english_cocker_spaniel_63,12,"[31.808, 49.448, 188.608, 115.136]","[98, 94, 108, 72]",0.3485868924409998
pug_198,25,"[37.333333333333336, 32.480000000000004, 126.18666666666667, 163.52]","[91, 88, 67, 53]",0.17209423639359284
yorkshire_terrier_83,36,"[41.928, 172.928, 144.256, 51.072]","[55, 44, 101, 81]",0.0
american_bulldog_32,8,"[44.576, 0.0, 123.2, 198.912]","[72, 63, 77, 56]",0.1759572072072072
english_cocker_spaniel_92,12,"[76.832, 57.344, 90.496, 138.43200000000002]","[86, 69, 78, 70]",0.4358396788014447
american_bulldog_63,1,"[68.096, 63.84, 92.288, 67.648]","[78, 74, 105, 61]",0.5985954326286443
great_pyrenees_48,15,"[45.744, 28.672, 119.616, 191.296]","[91, 24, 73, 58]",0.1676322681422692
Ragdoll_59,26,"[0.448, 37.0, 180.992, 148.736]","[80, 70, 103, 109]",0.4081555192330127
english_cocker_spaniel_82,12,"[23.448, 0.0, 173.376, 207.872]","[47, 37, 128, 114]",0.4048832845086711
chihuahua_56,10,"[46.856, 34.944, 86.912, 169.792]","[61, 39, 69, 59]",0.27586978377633453
leonberger_89,19,"[40.344, 67.648, 125.888, 156.352]","[77, 82, 80, 69]",0.28044732561268293
shiba_inu_24,31,"[36.336, 25.536, 161.728, 168.448]","[29, 31, 60, 55]",0.10477085471495241
Persian_43,23,"[0.0, 49.448, 222.656, 125.44]","[104, 62, 78, 58]",0.16197655136357503
chihuahua_198,10,"[2.986666666666667, 39.946666666666665, 161.28, 156.8]","[54, 60, 80, 63]",0.19929846938775508
Bengal_90,5,"[0.0, 44.168, 203.84, 139.776]","[158, 98, 26, 35]",0.0319388572736787
newfoundland_70,22,"[32.704, 28.0, 191.296, 168.0]","[101, 44, 88, 104]",0.2847743312781787
Russian_Blue_43,27,"[30.912, 53.088, 160.38400000000001, 116.928]","[35, 77, 89, 72]",0.3416983967541939
miniature_pinscher_3,21,"[35.84, 28.0, 188.16, 167.552]","[48, 68, 85, 79]",0.21299484688355866
scottish_terrier_53,30,"[86.464, 57.120000000000005, 97.21600000000001, 138.43200000000002]","[104, 84, 67, 45]",0.22403355748589976
great_pyrenees_35,15,"[7.168, 24.688, 216.832, 172.48]","[90, 26, 74, 67]",0.13256973961904178
english_setter_84,13,"[73.736, 51.072, 86.016, 164.416]","[96, 105, 63, 75]",0.3341015510960004
Abyssinian_219,0,"[48.44, 4.48, 128.42666666666668, 209.81333333333333]","[100, 0, 80, 93]",0.24669668243998627
great_pyrenees_59,15,"[39.872, 48.647999999999996, 161.728, 137.088]","[69, 45, 91, 77]",0.2966293812067776
american_pit_bull_terrier_68,2,"[55.552, 38.792, 132.16, 145.6]","[94, 46, 72, 61]",0.2282448181358593
Siamese_95,10,"[84.224, 87.136, 130.368, 94.08]","[76, 80, 60, 59]",0.20467756255547565
samoyed_79,29,"[18.816, 56.64, 181.888, 102.592]","[109, 61, 68, 60]",0.21864654502926648
german_shorthaired_196,14,"[60.928000000000004, 63.432, 135.296, 122.304]","[70, 78, 117, 86]",0.60807716535053
staffordshire_bull_terrier_68,34,"[0.0, 47.304, 166.656, 134.848]","[66, 40, 72, 68]",0.1900121702623916
miniature_pinscher_43,10,"[79.744, 74.592, 53.312, 92.288]","[89, 92, 61, 49]",0.37541324770430046
shiba_inu_87,31,"[70.56, 24.64, 97.664, 183.232]","[67, 32, 66, 69]",0.23749545850489684
chihuahua_36,10,"[0.0, 38.0, 212.8, 148.288]","[90, 64, 92, 67]",0.1953372182073656
shiba_inu_209,31,"[0.448, 28.896, 221.76, 166.208]","[89, 64, 118, 101]",0.323346559688974
newfoundland_73,22,"[54.656, 51.744, 168.448, 143.808]","[94, 70, 73, 64]",0.19286522523107474
staffordshire_bull_terrier_52,34,"[0.0, 37.0, 108.416, 149.184]","[21, 60, 68, 68]",0.285892128424596
american_pit_bull_terrier_98,1,"[79.112, 30.016000000000002, 74.816, 168.448]","[77, 69, 74, 97]",0.5444585257826944
British_Shorthair_39,9,"[0.0, 15.824, 178.752, 198.016]","[59, 63, 83, 73]",0.17117871403911478
american_bulldog_2,1,"[64.96000000000001, 41.928, 104.83200000000001, 143.808]","[68, 67, 87, 80]",0.4616707095011501
Persian_52,23,"[6.272, 28.0, 217.728, 165.312]","[34, 59, 88, 79]",0.19314839338659615
Siamese_98,32,"[6.0, 0.0, 211.008, 224.0]","[57, 31, 113, 93]",0.22233838798258157
Bombay_213,7,"[17.946666666666665, 0.7466666666666667, 195.62666666666667, 223.25333333333333]","[117, 147, 61, 59]",0.08240543187136225
Bombay_75,7,"[15.318518518518518, 1.6592592592592592, 189.98518518518517, 222.34074074074073]","[134, 29, 63, 68]",0.10141698081256227
saint_bernard_85,28,"[37.0, 75.264, 30.464000000000002, 76.608]","[76, 43, 76, 77]",0.0
Sphynx_8,10,"[10.752, 45.088, 204.73600000000002, 135.296]","[45, 62, 60, 56]",0.12129980602381953
Russian_Blue_54,27,"[6.72, 38.792, 188.608, 132.16]","[116, 56, 69, 69]",0.19100205579031
pomeranian_81,24,"[7.6160000000000005, 5.376, 213.696, 215.488]","[72, 75, 107, 71]",0.1649767116832481
Bengal_91,5,"[0.0, 55.368, 186.816, 129.92000000000002]","[81, 92, 77, 81]",0.25697191630931704
english_cocker_spaniel_21,12,"[4.032, 45.92, 170.68800000000002, 127.232]","[76, 56, 97, 74]",0.3305248450300603
keeshond_50,18,"[35.336, 19.712, 146.94400000000002, 192.64000000000001]","[94, 31, 68, 62]",0.14893688792873924
Ragdoll_63,26,"[0.0, 37.0, 224.0, 134.4]","[46, 59, 74, 81]",0.19909917091836732
havanese_194,16,"[0.896, 10.304, 220.416, 213.696]","[110, 43, 75, 74]",0.11782934766558871
newfoundland_25,22,"[37.0, 45.696, 139.776, 178.304]","[100, 62, 68, 53]",0.14460758996776135
Bengal_8,5,"[112.44800000000001, 37.0, 97.21600000000001, 147.84]","[104, 63, 67, 60]",0.2361079855146669
english_setter_64,15,"[73.92, 60.744, 103.488, 76.16]","[66, 38, 63, 62]",0.22463635062536874
scottish_terrier_84,30,"[32.120000000000005, 0.0, 186.816, 224.0]","[123, 30, 79, 103]",0.1944474394973817
British_Shorthair_258,7,"[55.25333333333334, 36.96, 120.96000000000001, 115.73333333333333]","[104, 62, 64, 72]",0.32916392363396973
Persian_78,26,"[4.48, 31.48, 212.352, 163.52]","[104, 47, 84, 108]",0.26126173549010373
american_bulldog_33,1,"[78.21600000000001, 18.368000000000002, 94.08, 159.936]","[78, 38, 69, 102]",0.46559533170012146
saint_bernard_80,28,"[116.032, 76.872, 99.904, 104.384]","[109, 67, 61, 62]",0.24683781026842525
newfoundland_3,22,"[37.448, 41.216, 148.288, 182.784]","[86, 62, 78, 65]",0.18705261088574401
Russian_Blue_95,27,"[35.44, 29.568, 164.416, 194.43200000000002]","[37, 34, 118, 88]",0.32482755090509186
wheaten_terrier_38,15,"[112.88, 81.536, 36.736000000000004, 71.232]","[104, 66, 55, 41]",0.23764387948487017
leonberger_67,19,"[77.27199999999999, 72.128, 63.168, 107.968]","[80, 72, 65, 74]",0.6231175719107581
Birman_30,6,"[22.0, 40.32, 154.56, 183.68]","[69, 42, 85, 79]",0.2365304386600876
Siamese_40,32,"[40.136, 16.576, 145.15200000000002, 206.976]","[47, 36, 117, 94]",0.3660755314932611
keeshond_65,18,"[69.44, 38.896, 154.56, 147.392]","[111, 68, 113, 65]",0.3224191131785078
boxer_6,8,"[52.864000000000004, 44.616, 92.288, 126.784]","[67, 61, 84, 65]",0.42049335029219304
pomeranian_44,24,"[42.56, 31.584, 181.44, 164.416]","[81, 79, 101, 67]",0.22683969831246661
Maine_Coon_6,20,"[60.621818181818185, 16.290909090909093, 105.07636363636364, 193.8618181818182]","[64, 20, 63, 58]",0.17937884637866772
Siamese_231,26,"[40.32, 33.973333333333336, 180.69333333333333, 160.53333333333333]","[84, 113, 83, 48]",0.1373447226286248
miniature_pinscher_2,21,"[8.96, 39.480000000000004, 194.43200000000002, 146.496]","[150, 50, 74, 50]",0.0904522638781844
yorkshire_terrier_20,36,"[26.432000000000002, 28.896, 197.568, 167.104]","[64, 89, 131, 97]",0.38489261708860006
japanese_chin_45,17,"[62.904, 37.184, 94.528, 169.792]","[73, 67, 73, 63]",0.28654030334075886
shiba_inu_48,31,"[69.664, 29.568, 68.992, 157.696]","[81, 34, 72, 62]",0.3037339224007078
yorkshire_terrier_52,36,"[10.752, 40.096000000000004, 203.392, 128.12800000000001]","[101, 51, 85, 69]",0.22505574438541318
Abyssinian_79,27,"[44.24, 40.88, 179.76000000000002, 155.12]","[118, 115, 54, 50]",0.0968284341301553
boxer_199,8,"[46.592, 28.0, 175.616, 137.088]","[62, 37, 105, 96]",0.41869426341965355
miniature_pinscher_192,10,"[47.04, 29.493333333333332, 176.96, 164.26666666666668]","[77, 73, 88, 75]",0.2270488891759235
yorkshire_terrier_80,36,"[12.992, 42.336, 168.0, 123.648]","[100, 57, 81, 70]",0.27291793591658264
Maine_Coon_60,20,"[0.0, 40.096000000000004, 177.856, 151.424]","[75, 52, 73, 66]",0.1788972071434807
Birman_38,32,"[41.216, 28.896, 182.784, 158.144]","[33, 38, 61, 67]",0.12005866965883956
staffordshire_bull_terrier_33,1,"[38.08, 66.52799999999999, 181.44, 129.472]","[66, 62, 65, 66]",0.1679865084494261
Sphynx_23,33,"[70.93333333333334, 38.266666666666666, 152.13333333333333, 157.73333333333335]","[76, 79, 104, 111]",0.48107020061445993
leonberger_58,19,"[67.464, 35.392, 95.872, 177.856]","[67, 64, 68, 99]",0.3910585789784388
english_setter_73,12,"[39.872, 84.488, 132.16, 99.904]","[103, 92, 59, 55]",0.24577165507458595
