index,pred_class,true_bbox,cam_bboxes,mobilenet_iou
havanese_90,16,"[40.768, 57.608000000000004, 140.224, 113.792]","[43, 74, 147, 109]",0.7249829040574683
Persian_65,23,"[0.0, 29.344, 224.0, 165.76]","[37, 62, 143, 112]",0.4313465250965251
shiba_inu_82,31,"[62.496, 0.0, 123.648, 220.416]","[53, 0, 109, 109]",0.38339681130563547
havanese_62,16,"[11.648, 81.312, 206.976, 99.008]","[33, 97, 138, 91]",0.5335048293361826
yorkshire_terrier_55,36,"[46.144, 38.0, 177.856, 148.288]","[51, 45, 128, 129]",0.6260732545698883
British_Shorthair_275,27,"[24.26666666666667, 39.16, 174.16, 151.01333333333335]","[0, 53, 148, 110]",0.4698223460321108
leonberger_82,19,"[0.0, 38.0, 189.504, 148.736]","[43, 34, 154, 144]",0.687086251239404
newfoundland_55,22,"[70.784, 69.256, 74.816, 107.072]","[51, 72, 110, 96]",0.6306732720415544
Siamese_42,32,"[0.0, 28.0, 157.696, 167.552]","[21, 37, 166, 146]",0.6500711474900458
american_bulldog_224,1,"[0.0, 42.824, 224.0, 142.464]","[28, 44, 177, 142]",0.7805732949288907
english_cocker_spaniel_47,12,"[63.879999999999995, 16.128, 109.312, 123.648]","[94, 0, 90, 117]",0.4974640635978298
Ragdoll_258,26,"[0.56, 38.04, 219.52, 147.84]","[83, 61, 116, 124]",0.4432141595042469
german_shorthaired_71,14,"[5.824, 47.992000000000004, 180.992, 139.776]","[207, 111, 17, 8]",0.0
Maine_Coon_44,31,"[77.952, 52.68, 70.784, 107.968]","[76, 66, 106, 79]",0.5364239631157598
pomeranian_5,24,"[48.384, 46.856, 175.616, 139.328]","[41, 59, 126, 93]",0.4385336977952552
leonberger_93,19,"[87.808, 48.16, 89.60000000000001, 120.06400000000001]","[68, 43, 103, 103]",0.615359816191042
saint_bernard_44,28,"[50.400000000000006, 22.400000000000002, 104.384, 195.328]","[44, 0, 135, 117]",0.3753308540215684
keeshond_54,18,"[54.6, 43.06666666666666, 91.0, 97.53333333333333]","[44, 40, 123, 96]",0.6916831607587829
shiba_inu_85,31,"[13.44, 55.056, 118.72, 108.864]","[0, 43, 158, 105]",0.5970940641284072
Abyssinian_67,0,"[14.688524590163935, 30.896174863387976, 197.6830601092896, 156.6775956284153]","[0, 40, 177, 122]",0.6043735151978414
staffordshire_bull_terrier_99,4,"[97.03200000000001, 108.864, 55.104, 113.792]","[69, 106, 116, 95]",0.4156983574084099
British_Shorthair_92,27,"[0.448, 37.0, 223.104, 148.736]","[50, 53, 140, 126]",0.5315879481782552
yorkshire_terrier_36,36,"[21.504, 28.0, 168.89600000000002, 168.0]","[46, 60, 141, 116]",0.5764324960753531
Bombay_57,7,"[43.46268656716418, 49.97014925373134, 138.7462686567164, 126.62686567164178]","[42, 50, 147, 117]",0.8758340145951136
Birman_60,6,"[42.56, 65.224, 162.624, 120.512]","[31, 74, 152, 114]",0.7390151851297188
havanese_92,16,"[23.296, 23.744, 177.856, 191.296]","[29, 34, 138, 118]",0.47861541707864663
american_bulldog_72,1,"[78.664, 39.424, 67.648, 155.904]","[53, 18, 127, 133]",0.3794875257826305
Persian_8,23,"[0.0, 38.0, 224.0, 138.43200000000002]","[0, 67, 175, 111]",0.6121694580293148
yorkshire_terrier_1,36,"[0.0, 40.584, 132.16, 145.6]","[0, 63, 153, 117]",0.7131995644436343
Russian_Blue_239,27,"[66.86666666666667, 48.53333333333334, 105.28, 153.81333333333333]","[44, 45, 130, 140]",0.7174186678438591
samoyed_4,29,"[54.616, 7.6160000000000005, 116.928, 209.66400000000002]","[55, 18, 127, 123]",0.5555805627125261
samoyed_23,29,"[43.904, 55.775999999999996, 126.784, 139.776]","[39, 60, 122, 118]",0.7550439097627337
Russian_Blue_220,27,"[54.50666666666667, 37.0, 136.64000000000001, 127.68]","[54, 45, 140, 124]",0.8861956785627582
British_Shorthair_27,9,"[50.848, 53.76, 90.048, 143.36]","[48, 69, 120, 119]",0.6504790684924354
great_pyrenees_97,15,"[0.0, 39.688, 223.104, 146.94400000000002]","[33, 47, 160, 129]",0.629579355250769
chihuahua_96,10,"[30.688, 0.0, 161.728, 224.0]","[31, 37, 161, 147]",0.653295966066482
beagle_203,4,"[6.72, 71.944, 195.328, 93.632]","[60, 76, 136, 97]",0.6312544093526244
havanese_31,16,"[19.712, 38.344, 203.84, 146.94400000000002]","[24, 80, 166, 78]",0.43227629684277885
keeshond_68,18,"[8.512, 31.584, 167.552, 163.52]","[28, 60, 178, 164]",0.5467666170933725
British_Shorthair_71,9,"[40.768, 42.824, 161.28, 142.464]","[67, 45, 157, 138]",0.7166286840033382
havanese_68,16,"[44.800000000000004, 31.584, 176.064, 163.52]","[74, 56, 129, 90]",0.4032652287622149
Birman_2,32,"[1.344, 56.263999999999996, 209.216, 129.024]","[28, 58, 121, 96]",0.4303196787280223
Abyssinian_202,0,"[80.64, 38.45333333333333, 96.32000000000001, 144.85333333333335]","[64, 57, 106, 108]",0.6127778993862264
Birman_25,6,"[30.016000000000002, 37.448, 193.536, 148.736]","[53, 45, 147, 136]",0.6945098100736279
Bengal_71,5,"[39.872, 32.480000000000004, 184.12800000000001, 150.08]","[38, 57, 167, 116]",0.6877595575977157
american_pit_bull_terrier_193,2,"[36.21333333333333, 6.720000000000001, 158.29333333333335, 217.28]","[46, 30, 148, 140]",0.6024310862255814
Abyssinian_206,5,"[2.986666666666667, 13.973333333333333, 218.02666666666667, 200.10666666666668]","[38, 47, 141, 143]",0.4621510854680504
scottish_terrier_22,30,"[56.088, 39.424, 117.376, 158.144]","[42, 44, 147, 147]",0.7529014827999232
Abyssinian_69,0,"[62.536, 25.984, 93.184, 169.792]","[54, 37, 136, 142]",0.6041579362914942
newfoundland_68,22,"[45.168, 44.800000000000004, 99.456, 121.408]","[31, 44, 137, 132]",0.6677037186463167
saint_bernard_34,28,"[43.272, 50.624, 133.504, 137.088]","[54, 57, 132, 89]",0.5714175045103931
shiba_inu_98,31,"[104.384, 57.120000000000005, 86.464, 137.984]","[128, 66, 96, 86]",0.36564945009010574
Russian_Blue_75,27,"[6.272, 61.848, 125.44, 120.96000000000001]","[35, 77, 119, 98]",0.5460351587201213
beagle_29,4,"[65.408, 38.448, 130.816, 146.496]","[59, 69, 122, 92]",0.5383569218508963
samoyed_19,29,"[48.832, 62.944, 112.0, 133.056]","[51, 57, 126, 121]",0.7216328055226188
german_shorthaired_93,14,"[86.464, 53.128, 48.832, 128.12800000000001]","[66, 40, 115, 121]",0.3534323452004015
keeshond_4,18,"[22.400000000000002, 36.448, 201.6, 149.632]","[0, 65, 203, 119]",0.654598727696481
pug_81,25,"[70.784, 49.472, 64.96000000000001, 112.0]","[62, 48, 88, 80]",0.5536129836703942
american_pit_bull_terrier_41,2,"[26.88, 13.032, 131.712, 199.36]","[43, 74, 106, 90]",0.36331640257570585
Ragdoll_5,26,"[61.64, 34.09777777777778, 123.69777777777777, 189.9022222222222]","[52, 46, 132, 105]",0.5243425816205365
scottish_terrier_80,30,"[0.0, 44.128, 175.168, 147.84]","[0, 48, 193, 131]",0.8127774904338034
Persian_62,23,"[30.464000000000002, 41.512, 178.752, 148.736]","[96, 52, 109, 102]",0.418176537475666
havanese_9,16,"[38.344, 21.504, 145.6, 189.504]","[54, 42, 133, 94]",0.438133206736942
beagle_38,4,"[30.912, 35.064, 192.192, 161.28]","[44, 24, 94, 112]",0.2961594556362276
keeshond_34,18,"[30.688, 0.0, 165.312, 223.104]","[51, 26, 152, 170]",0.6474613868716919
english_cocker_spaniel_74,12,"[45.696, 89.376, 86.912, 93.632]","[75, 79, 73, 76]",0.38166195605163744
wheaten_terrier_7,35,"[55.984, 21.504, 120.96000000000001, 165.76]","[39, 46, 155, 113]",0.5719783247077056
german_shorthaired_75,14,"[40.32, 60.744, 125.888, 125.888]","[40, 83, 143, 102]",0.7298596528568148
havanese_89,16,"[37.0, 25.984, 144.704, 165.76]","[50, 40, 131, 117]",0.6389941511810983
miniature_pinscher_50,21,"[0.448, 43.256, 179.648, 169.792]","[43, 82, 113, 106]",0.3926853490163988
basset_hound_62,3,"[86.912, 47.856, 86.912, 138.88]","[80, 90, 104, 77]",0.49993775042068667
japanese_chin_7,17,"[16.79559118236473, 10.773547094188377, 191.2304609218437, 213.2264529058116]","[41, 31, 146, 103]",0.3688008610481813
samoyed_42,29,"[64.512, 57.608000000000004, 94.976, 126.336]","[62, 65, 84, 92]",0.6129927181662534
Persian_77,29,"[4.48, 28.0, 155.904, 167.104]","[38, 29, 138, 127]",0.5543976625823906
basset_hound_78,3,"[32.888, 8.064, 168.448, 204.288]","[31, 0, 144, 143]",0.5352263301439141
basset_hound_79,3,"[23.744, 71.456, 182.336, 94.08]","[133, 73, 91, 76]",0.2999596424534292
samoyed_57,29,"[74.632, 47.04, 99.456, 163.968]","[61, 51, 123, 119]",0.6193445511640424
Egyptian_Mau_47,0,"[37.896, 0.0, 136.64000000000001, 161.728]","[54, 0, 113, 144]",0.7363391067339246
British_Shorthair_62,9,"[5.824, 45.96, 169.344, 139.776]","[23, 65, 172, 130]",0.6642601883326928
american_pit_bull_terrier_93,14,"[50.888, 60.480000000000004, 109.76, 111.552]","[32, 56, 134, 114]",0.7755913370467762
Maine_Coon_83,20,"[37.0, 9.856, 144.256, 213.696]","[37, 39, 145, 116]",0.5413117212107003
english_setter_68,13,"[60.032000000000004, 76.872, 160.832, 60.928000000000004]","[48, 62, 136, 73]",0.5755067256949601
american_pit_bull_terrier_56,12,"[57.344, 85.384, 57.792, 97.21600000000001]","[81, 69, 71, 65]",0.19356238811991772
Bengal_75,5,"[81.72800000000001, 43.456, 106.176, 175.168]","[72, 65, 115, 122]",0.6491225463121006
newfoundland_41,22,"[25.536, 64.776, 128.576, 120.96000000000001]","[46, 66, 121, 113]",0.7182509264845354
pug_35,25,"[79.296, 44.856, 84.672, 139.776]","[67, 34, 93, 91]",0.46766890036535946
Bengal_93,5,"[3.136, 61.152, 180.992, 133.952]","[27, 75, 152, 118]",0.7398045769186844
yorkshire_terrier_72,36,"[8.96, 34.24, 176.96, 157.248]","[46, 61, 178, 111]",0.48453762443301784
pomeranian_43,23,"[41.44, 24.192, 142.016, 189.056]","[35, 48, 142, 85]",0.4205884611582473
english_setter_97,13,"[61.296, 117.824, 79.744, 64.512]","[67, 95, 77, 55]",0.340469551981224
yorkshire_terrier_84,36,"[103.488, 28.448, 77.504, 150.528]","[79, 55, 110, 96]",0.5031999527964374
Bengal_63,5,"[0.448, 35.616, 223.552, 160.38400000000001]","[28, 68, 157, 129]",0.558049165471507
english_setter_91,13,"[62.72, 32.480000000000004, 65.408, 159.936]","[60, 30, 141, 117]",0.3847693504971221
newfoundland_92,22,"[78.4, 35.616, 59.584, 126.784]","[63, 46, 104, 117]",0.5424047340634962
beagle_65,3,"[35.392, 76.424, 124.096, 109.76]","[43, 75, 143, 116]",0.7338393614169395
Maine_Coon_98,26,"[28.896, 2.24, 163.52, 207.872]","[34, 26, 146, 154]",0.6614647475369457
english_cocker_spaniel_36,12,"[43.456, 62.088, 107.52, 105.72800000000001]","[89, 68, 67, 61]",0.323832993241546
Siamese_57,32,"[66.752, 64.68, 66.752, 109.76]","[42, 59, 127, 115]",0.49864313948561056
Bombay_59,7,"[0.0, 28.0, 224.0, 167.552]","[30, 31, 194, 157]",0.811528446605915
Birman_50,32,"[49.728, 30.240000000000002, 144.256, 162.17600000000002]","[32, 38, 155, 142]",0.7522555446630751
english_cocker_spaniel_95,12,"[17.272, 0.0, 190.848, 222.656]","[33, 47, 191, 138]",0.5408217131697073
leonberger_90,19,"[39.896, 75.264, 140.224, 148.736]","[45, 70, 120, 134]",0.7189265402779234
english_cocker_spaniel_192,12,"[32.480000000000004, 33.6, 153.216, 183.68]","[35, 34, 129, 122]",0.5592211009885341
Abyssinian_68,0,"[37.896, 11.648, 137.088, 211.904]","[40, 0, 153, 190]",0.707146046698755
german_shorthaired_197,14,"[41.928, 70.336, 103.04, 124.096]","[44, 65, 126, 126]",0.7392877534553486
Ragdoll_24,6,"[42.112, 37.0, 181.888, 147.84]","[33, 41, 173, 152]",0.796066289458783
British_Shorthair_276,0,"[40.04526748971193, 11.061728395061728, 151.1769547325103, 207.40740740740742]","[59, 89, 122, 105]",0.40854441147648074
Egyptian_Mau_5,11,"[10.95111111111111, 30.95111111111111, 163.2711111111111, 158.29333333333332]","[31, 67, 151, 97]",0.5222927656082926
american_bulldog_59,1,"[21.952, 29.344, 140.672, 133.504]","[35, 46, 157, 123]",0.6433765191890983
american_pit_bull_terrier_62,1,"[75.264, 75.52799999999999, 148.288, 110.208]","[61, 67, 126, 99]",0.5403691214266828
american_bulldog_207,1,"[43.904, 64.328, 104.83200000000001, 103.04]","[58, 65, 104, 76]",0.5839088298239229
Ragdoll_64,26,"[1.344, 66.12, 220.416, 94.976]","[74, 63, 127, 92]",0.5291847761222817
Ragdoll_58,26,"[0.0, 56.712, 221.312, 119.168]","[46, 78, 9, 24]",0.008190098738956784
newfoundland_1,22,"[37.896, 1.344, 147.392, 222.656]","[116, 44, 77, 151]",0.3078811923940254
Maine_Coon_272,20,"[32.85333333333333, 23.893333333333334, 155.68, 200.10666666666668]","[32, 32, 115, 104]",0.37998525578132886
Bengal_35,5,"[69.44, 49.504000000000005, 129.472, 124.096]","[58, 47, 121, 106]",0.6459532522727128
german_shorthaired_43,14,"[56.0, 60.456, 100.352, 146.496]","[48, 55, 138, 136]",0.6431572686536572
english_cocker_spaniel_63,12,"[31.808, 49.448, 188.608, 115.136]","[90, 84, 134, 97]",0.43420044114604395
pug_198,25,"[37.333333333333336, 32.480000000000004, 126.18666666666667, 163.52]","[63, 66, 125, 98]",0.42768741320311143
yorkshire_terrier_83,36,"[41.928, 172.928, 144.256, 51.072]","[40, 38, 133, 131]",0.0
american_bulldog_32,1,"[44.576, 0.0, 123.2, 198.912]","[59, 0, 113, 183]",0.7874538968200199
english_cocker_spaniel_92,12,"[76.832, 57.344, 90.496, 138.43200000000002]","[66, 62, 115, 104]",0.6242776631638582
american_bulldog_63,1,"[68.096, 63.84, 92.288, 67.648]","[53, 54, 171, 104]",0.35105142959964014
great_pyrenees_48,15,"[45.744, 28.672, 119.616, 191.296]","[64, 27, 120, 116]",0.45960136880497593
Ragdoll_59,26,"[0.448, 37.0, 180.992, 148.736]","[61, 59, 137, 116]",0.48441616891133304
english_cocker_spaniel_82,12,"[23.448, 0.0, 173.376, 207.872]","[31, 25, 176, 144]",0.6366731603561242
chihuahua_56,10,"[46.856, 34.944, 86.912, 169.792]","[41, 35, 117, 101]",0.4932673544700998
leonberger_89,19,"[40.344, 67.648, 125.888, 156.352]","[41, 65, 141, 131]",0.7279769866626727
shiba_inu_24,31,"[36.336, 25.536, 161.728, 168.448]","[17, 25, 88, 65]",0.15511262031403236
Persian_43,23,"[0.0, 49.448, 222.656, 125.44]","[85, 57, 108, 87]",0.33641283744742506
chihuahua_198,10,"[2.986666666666667, 39.946666666666665, 161.28, 156.8]","[31, 41, 141, 114]",0.5805205778274491
Bengal_90,5,"[0.0, 44.168, 203.84, 139.776]","[37, 41, 154, 125]",0.6474206286634053
newfoundland_70,22,"[32.704, 28.0, 191.296, 168.0]","[32, 32, 192, 147]",0.8721914210679893
Russian_Blue_43,27,"[30.912, 53.088, 160.38400000000001, 116.928]","[29, 72, 116, 94]",0.566429547680011
miniature_pinscher_3,34,"[35.84, 28.0, 188.16, 167.552]","[35, 66, 129, 103]",0.4175635479002526
scottish_terrier_53,30,"[86.464, 57.120000000000005, 97.21600000000001, 138.43200000000002]","[69, 71, 119, 100]",0.6217365278862871
great_pyrenees_35,15,"[7.168, 24.688, 216.832, 172.48]","[64, 0, 127, 128]",0.32368981449808465
english_setter_84,13,"[73.736, 51.072, 86.016, 164.416]","[70, 54, 114, 134]",0.6441971159044447
Abyssinian_219,0,"[48.44, 4.48, 128.42666666666668, 209.81333333333333]","[45, 50, 146, 132]",0.5792633573646598
great_pyrenees_59,15,"[39.872, 48.647999999999996, 161.728, 137.088]","[42, 43, 153, 113]",0.7130356455121953
american_pit_bull_terrier_68,14,"[55.552, 38.792, 132.16, 145.6]","[75, 36, 117, 99]",0.5426863654292622
Siamese_95,32,"[84.224, 87.136, 130.368, 94.08]","[62, 79, 68, 78]",0.22253919105851286
samoyed_79,29,"[18.816, 56.64, 181.888, 102.592]","[60, 51, 138, 101]",0.6769879419037803
german_shorthaired_196,14,"[60.928000000000004, 63.432, 135.296, 122.304]","[75, 78, 114, 119]",0.6887819641476433
staffordshire_bull_terrier_68,34,"[0.0, 47.304, 166.656, 134.848]","[0, 46, 168, 125]",0.9018368461430276
miniature_pinscher_43,33,"[79.744, 74.592, 53.312, 92.288]","[72, 72, 93, 81]",0.5052704183683204
shiba_inu_87,31,"[70.56, 24.64, 97.664, 183.232]","[40, 27, 120, 108]",0.45573124570961027
chihuahua_36,10,"[0.0, 38.0, 212.8, 148.288]","[69, 54, 125, 94]",0.3723576109566103
shiba_inu_209,31,"[0.448, 28.896, 221.76, 166.208]","[54, 43, 149, 139]",0.5619089274809818
newfoundland_73,22,"[54.656, 51.744, 168.448, 143.808]","[45, 46, 148, 144]",0.724248698693887
staffordshire_bull_terrier_52,8,"[0.0, 37.0, 108.416, 149.184]","[0, 33, 120, 119]",0.6931933642340321
american_pit_bull_terrier_98,34,"[79.112, 30.016000000000002, 74.816, 168.448]","[64, 39, 124, 94]",0.40826333369188805
British_Shorthair_39,9,"[0.0, 15.824, 178.752, 198.016]","[19, 39, 150, 158]",0.6695717977763691
american_bulldog_2,1,"[64.96000000000001, 41.928, 104.83200000000001, 143.808]","[46, 37, 134, 124]",0.6498243061610642
Persian_52,23,"[6.272, 28.0, 217.728, 165.312]","[0, 43, 190, 142]",0.7073420938613485
Siamese_98,32,"[6.0, 0.0, 211.008, 224.0]","[39, 33, 144, 155]",0.4722231249187573
Bombay_213,7,"[17.946666666666665, 0.7466666666666667, 195.62666666666667, 223.25333333333333]","[0, 55, 200, 169]",0.6587196978745948
Bombay_75,7,"[15.318518518518518, 1.6592592592592592, 189.98518518518517, 222.34074074074073]","[33, 29, 170, 171]",0.6881866555138155
saint_bernard_85,28,"[37.0, 75.264, 30.464000000000002, 76.608]","[53, 35, 128, 121]",0.06629628721970347
Sphynx_8,33,"[10.752, 45.088, 204.73600000000002, 135.296]","[171, 109, 5, 10]",0.0018050566372592191
Russian_Blue_54,27,"[6.72, 38.792, 188.608, 132.16]","[77, 44, 127, 128]",0.574224534465075
pomeranian_81,24,"[7.6160000000000005, 5.376, 213.696, 215.488]","[41, 47, 160, 141]",0.48991373115362336
Bengal_91,5,"[0.0, 55.368, 186.816, 129.92000000000002]","[42, 73, 148, 117]",0.6420704445384303
english_cocker_spaniel_21,12,"[4.032, 45.92, 170.68800000000002, 127.232]","[46, 39, 137, 112]",0.5747122482791265
keeshond_50,18,"[35.336, 19.712, 146.94400000000002, 192.64000000000001]","[56, 41, 136, 144]",0.6121229690478157
Ragdoll_63,26,"[0.0, 37.0, 224.0, 134.4]","[25, 50, 140, 112]",0.5208333333333333
havanese_194,16,"[0.896, 10.304, 220.416, 213.696]","[27, 48, 177, 120]",0.4509360980931719
newfoundland_25,22,"[37.0, 45.696, 139.776, 178.304]","[42, 51, 143, 173]",0.8850225415288182
Bengal_8,5,"[112.44800000000001, 37.0, 97.21600000000001, 147.84]","[100, 58, 94, 71]",0.3795298870543922
english_setter_64,13,"[73.92, 60.744, 103.488, 76.16]","[73, 56, 98, 72]",0.7765075863832713
scottish_terrier_84,30,"[32.120000000000005, 0.0, 186.816, 224.0]","[62, 32, 162, 162]",0.595859597097083
British_Shorthair_258,7,"[55.25333333333334, 36.96, 120.96000000000001, 115.73333333333333]","[41, 43, 152, 118]",0.7108153995534613
Persian_78,26,"[4.48, 31.48, 212.352, 163.52]","[40, 59, 167, 121]",0.5819351729550845
american_bulldog_33,1,"[78.21600000000001, 18.368000000000002, 94.08, 159.936]","[64, 0, 116, 149]",0.6132382327639533
saint_bernard_80,28,"[116.032, 76.872, 99.904, 104.384]","[97, 65, 90, 67]",0.3118369743838858
newfoundland_3,19,"[37.448, 41.216, 148.288, 182.784]","[38, 45, 153, 135]",0.7170280425071541
Russian_Blue_95,9,"[35.44, 29.568, 164.416, 194.43200000000002]","[35, 39, 146, 154]",0.6997314166900465
wheaten_terrier_38,35,"[112.88, 81.536, 36.736000000000004, 71.232]","[92, 75, 73, 87]",0.4120262560226734
leonberger_67,19,"[77.27199999999999, 72.128, 63.168, 107.968]","[66, 70, 101, 107]",0.6020916588683904
Birman_30,6,"[22.0, 40.32, 154.56, 183.68]","[52, 62, 136, 104]",0.43794890790804913
Siamese_40,32,"[40.136, 16.576, 145.15200000000002, 206.976]","[55, 22, 137, 142]",0.5968784892278255
keeshond_65,18,"[69.44, 38.896, 154.56, 147.392]","[63, 51, 161, 130]",0.8507370873379781
boxer_6,8,"[52.864000000000004, 44.616, 92.288, 126.784]","[33, 24, 146, 118]",0.45069225049048023
pomeranian_44,24,"[42.56, 31.584, 181.44, 164.416]","[48, 61, 145, 101]",0.4909217351538457
Maine_Coon_6,5,"[60.621818181818185, 16.290909090909093, 105.07636363636364, 193.8618181818182]","[51, 26, 80, 58]",0.19504320815483317
Siamese_231,5,"[40.32, 33.973333333333336, 180.69333333333333, 160.53333333333333]","[44, 45, 140, 120]",0.5791644930122732
miniature_pinscher_2,21,"[8.96, 39.480000000000004, 194.43200000000002, 146.496]","[114, 41, 110, 116]",0.3358638059798025
yorkshire_terrier_20,36,"[26.432000000000002, 28.896, 197.568, 167.104]","[42, 61, 182, 126]",0.6946059254801115
japanese_chin_45,17,"[62.904, 37.184, 94.528, 169.792]","[51, 68, 116, 90]",0.4730979015764466
shiba_inu_48,31,"[69.664, 29.568, 68.992, 157.696]","[60, 34, 101, 96]",0.47469754911336204
yorkshire_terrier_52,36,"[10.752, 40.096000000000004, 203.392, 128.12800000000001]","[61, 53, 129, 106]",0.5247079707972957
Abyssinian_79,0,"[44.24, 40.88, 179.76000000000002, 155.12]","[37, 41, 162, 145]",0.7755604902206422
boxer_199,8,"[46.592, 28.0, 175.616, 137.088]","[47, 0, 177, 158]",0.77833484264167
miniature_pinscher_192,10,"[47.04, 29.493333333333332, 176.96, 164.26666666666668]","[64, 39, 136, 108]",0.5052869824569642
yorkshire_terrier_80,36,"[12.992, 42.336, 168.0, 123.648]","[93, 50, 104, 103]",0.4042147049767172
Maine_Coon_60,20,"[0.0, 40.096000000000004, 177.856, 151.424]","[76, 47, 116, 81]",0.29384331496662647
Birman_38,26,"[41.216, 28.896, 182.784, 158.144]","[48, 46, 140, 103]",0.4988550395370613
staffordshire_bull_terrier_33,1,"[38.08, 66.52799999999999, 181.44, 129.472]","[46, 48, 116, 120]",0.4590660948545899
Sphynx_23,33,"[70.93333333333334, 38.266666666666666, 152.13333333333333, 157.73333333333335]","[72, 50, 152, 174]",0.776917691380878
